oid,valuesetname,expansionversion,code,descriptor,codesystemname,codesystemversion,codesystemoid,purpose
2.16.840.1.113883.3.464.1003.101.12.1083,Acute Inpatient,eCQM Update 2022-05-05,305363009,Admission to clinical pharmacology department (procedure),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for encounters for acute inpatient visits.),(Data Element Scope: This value set may use a model element related to Encounter.),(Inclusion Criteria: Includes concepts that represent an encounter for comprehensive history, evaluation, and management of a patient in an acute inpatient setting.),(Exclusion Criteria: Excludes concepts that represent encounters other than an acute inpatient visit.)"
2.16.840.1.113883.3.464.1003.101.12.1083,Acute Inpatient,eCQM Update 2022-05-05,305364003,Admission to clinical physiology department (procedure),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for encounters for acute inpatient visits.),(Data Element Scope: This value set may use a model element related to Encounter.),(Inclusion Criteria: Includes concepts that represent an encounter for comprehensive history, evaluation, and management of a patient in an acute inpatient setting.),(Exclusion Criteria: Excludes concepts that represent encounters other than an acute inpatient visit.)"
2.16.840.1.113883.3.464.1003.101.12.1083,Acute Inpatient,eCQM Update 2022-05-05,305365002,Admission to dermatology department (procedure),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for encounters for acute inpatient visits.),(Data Element Scope: This value set may use a model element related to Encounter.),(Inclusion Criteria: Includes concepts that represent an encounter for comprehensive history, evaluation, and management of a patient in an acute inpatient setting.),(Exclusion Criteria: Excludes concepts that represent encounters other than an acute inpatient visit.)"
2.16.840.1.113883.3.464.1003.101.12.1083,Acute Inpatient,eCQM Update 2022-05-05,305366001,Admission to endocrinology department (procedure),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for encounters for acute inpatient visits.),(Data Element Scope: This value set may use a model element related to Encounter.),(Inclusion Criteria: Includes concepts that represent an encounter for comprehensive history, evaluation, and management of a patient in an acute inpatient setting.),(Exclusion Criteria: Excludes concepts that represent encounters other than an acute inpatient visit.)"
2.16.840.1.113883.3.464.1003.101.12.1083,Acute Inpatient,eCQM Update 2022-05-05,305367005,Admission to gastroenterology department (procedure),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for encounters for acute inpatient visits.),(Data Element Scope: This value set may use a model element related to Encounter.),(Inclusion Criteria: Includes concepts that represent an encounter for comprehensive history, evaluation, and management of a patient in an acute inpatient setting.),(Exclusion Criteria: Excludes concepts that represent encounters other than an acute inpatient visit.)"
2.16.840.1.113883.3.464.1003.101.12.1083,Acute Inpatient,eCQM Update 2022-05-05,305368000,Admission to general medical department (procedure),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for encounters for acute inpatient visits.),(Data Element Scope: This value set may use a model element related to Encounter.),(Inclusion Criteria: Includes concepts that represent an encounter for comprehensive history, evaluation, and management of a patient in an acute inpatient setting.),(Exclusion Criteria: Excludes concepts that represent encounters other than an acute inpatient visit.)"
2.16.840.1.113883.3.464.1003.101.12.1083,Acute Inpatient,eCQM Update 2022-05-05,305369008,Admission to genetics department (procedure),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for encounters for acute inpatient visits.),(Data Element Scope: This value set may use a model element related to Encounter.),(Inclusion Criteria: Includes concepts that represent an encounter for comprehensive history, evaluation, and management of a patient in an acute inpatient setting.),(Exclusion Criteria: Excludes concepts that represent encounters other than an acute inpatient visit.)"
2.16.840.1.113883.3.464.1003.101.12.1083,Acute Inpatient,eCQM Update 2022-05-05,305370009,Admission to clinical genetics department (procedure),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for encounters for acute inpatient visits.),(Data Element Scope: This value set may use a model element related to Encounter.),(Inclusion Criteria: Includes concepts that represent an encounter for comprehensive history, evaluation, and management of a patient in an acute inpatient setting.),(Exclusion Criteria: Excludes concepts that represent encounters other than an acute inpatient visit.)"
2.16.840.1.113883.3.464.1003.101.12.1083,Acute Inpatient,eCQM Update 2022-05-05,305371008,Admission to clinical cytogenetics department (procedure),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for encounters for acute inpatient visits.),(Data Element Scope: This value set may use a model element related to Encounter.),(Inclusion Criteria: Includes concepts that represent an encounter for comprehensive history, evaluation, and management of a patient in an acute inpatient setting.),(Exclusion Criteria: Excludes concepts that represent encounters other than an acute inpatient visit.)"
2.16.840.1.113883.3.464.1003.101.12.1083,Acute Inpatient,eCQM Update 2022-05-05,305372001,Admission to clinical molecular genetics department (procedure),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for encounters for acute inpatient visits.),(Data Element Scope: This value set may use a model element related to Encounter.),(Inclusion Criteria: Includes concepts that represent an encounter for comprehensive history, evaluation, and management of a patient in an acute inpatient setting.),(Exclusion Criteria: Excludes concepts that represent encounters other than an acute inpatient visit.)"
2.16.840.1.113883.3.464.1003.101.12.1083,Acute Inpatient,eCQM Update 2022-05-05,305374000,Admission to genitourinary medicine department (procedure),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for encounters for acute inpatient visits.),(Data Element Scope: This value set may use a model element related to Encounter.),(Inclusion Criteria: Includes concepts that represent an encounter for comprehensive history, evaluation, and management of a patient in an acute inpatient setting.),(Exclusion Criteria: Excludes concepts that represent encounters other than an acute inpatient visit.)"
2.16.840.1.113883.3.464.1003.101.12.1083,Acute Inpatient,eCQM Update 2022-05-05,305375004,Admission to care of the elderly department (procedure),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for encounters for acute inpatient visits.),(Data Element Scope: This value set may use a model element related to Encounter.),(Inclusion Criteria: Includes concepts that represent an encounter for comprehensive history, evaluation, and management of a patient in an acute inpatient setting.),(Exclusion Criteria: Excludes concepts that represent encounters other than an acute inpatient visit.)"
2.16.840.1.113883.3.464.1003.101.12.1083,Acute Inpatient,eCQM Update 2022-05-05,305376003,Admission to infectious diseases department (procedure),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for encounters for acute inpatient visits.),(Data Element Scope: This value set may use a model element related to Encounter.),(Inclusion Criteria: Includes concepts that represent an encounter for comprehensive history, evaluation, and management of a patient in an acute inpatient setting.),(Exclusion Criteria: Excludes concepts that represent encounters other than an acute inpatient visit.)"
2.16.840.1.113883.3.464.1003.101.12.1083,Acute Inpatient,eCQM Update 2022-05-05,305377007,Admission to medical ophthalmology department (procedure),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for encounters for acute inpatient visits.),(Data Element Scope: This value set may use a model element related to Encounter.),(Inclusion Criteria: Includes concepts that represent an encounter for comprehensive history, evaluation, and management of a patient in an acute inpatient setting.),(Exclusion Criteria: Excludes concepts that represent encounters other than an acute inpatient visit.)"
2.16.840.1.113883.3.464.1003.101.12.1083,Acute Inpatient,eCQM Update 2022-05-05,305378002,Admission to nephrology department (procedure),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for encounters for acute inpatient visits.),(Data Element Scope: This value set may use a model element related to Encounter.),(Inclusion Criteria: Includes concepts that represent an encounter for comprehensive history, evaluation, and management of a patient in an acute inpatient setting.),(Exclusion Criteria: Excludes concepts that represent encounters other than an acute inpatient visit.)"
2.16.840.1.113883.3.464.1003.101.12.1083,Acute Inpatient,eCQM Update 2022-05-05,305379005,Admission to neurology department (procedure),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for encounters for acute inpatient visits.),(Data Element Scope: This value set may use a model element related to Encounter.),(Inclusion Criteria: Includes concepts that represent an encounter for comprehensive history, evaluation, and management of a patient in an acute inpatient setting.),(Exclusion Criteria: Excludes concepts that represent encounters other than an acute inpatient visit.)"
