value_set_member_id,concept_id,status,last_update_date,last_update_note,code,code_description,coding_system_id,coding_system_version,include_descendants,comment
301,12,active,2024-03-18,,C50512,Malignant neoplasm of lower-outer quadrant of left female breast,2,2024,false,
302,12,active,2024-03-18,,C50519,Malignant neoplasm of lower-outer quadrant of unspecified female breast,2,2024,false,
303,12,active,2024-03-18,,C5052,"Malignant neoplasm of lower-outer quadrant of breast, male",2,2024,false,
304,12,active,2024-03-18,,C50521,Malignant neoplasm of lower-outer quadrant of right male breast,2,2024,false,
305,12,active,2024-03-18,,C50522,Malignant neoplasm of lower-outer quadrant of left male breast,2,2024,false,
306,12,active,2024-03-18,,C50529,Malignant neoplasm of lower-outer quadrant of unspecified male breast,2,2024,false,
307,12,active,2024-03-18,,C506,Malignant neoplasm of axillary tail of breast,2,2024,false,
308,12,active,2024-03-18,,C5061,"Malignant neoplasm of axillary tail of breast, female",2,2024,false,
309,12,active,2024-03-18,,C50611,Malignant neoplasm of axillary tail of right female breast,2,2024,false,
310,12,active,2024-03-18,,C50612,Malignant neoplasm of axillary tail of left female breast,2,2024,false,
311,12,active,2024-03-18,,C50619,Malignant neoplasm of axillary tail of unspecified female breast,2,2024,false,
312,12,active,2024-03-18,,C5062,"Malignant neoplasm of axillary tail of breast, male",2,2024,false,
313,12,active,2024-03-18,,C50621,Malignant neoplasm of axillary tail of right male breast,2,2024,false,
314,12,active,2024-03-18,,C50622,Malignant neoplasm of axillary tail of left male breast,2,2024,false,
315,12,active,2024-03-18,,C50629,Malignant neoplasm of axillary tail of unspecified male breast,2,2024,false,
316,12,active,2024-03-18,,C508,Malignant neoplasm of overlapping sites of breast,2,2024,false,
317,12,active,2024-03-18,,C5081,"Malignant neoplasm of overlapping sites of breast, female",2,2024,false,
318,12,active,2024-03-18,,C50811,Malignant neoplasm of overlapping sites of right female breast,2,2024,false,
319,12,active,2024-03-18,,C50812,Malignant neoplasm of overlapping sites of left female breast,2,2024,false,
320,12,active,2024-03-18,,C50819,Malignant neoplasm of overlapping sites of unspecified female breast,2,2024,false,
321,12,active,2024-03-18,,C5082,"Malignant neoplasm of overlapping sites of breast, male",2,2024,false,
322,12,active,2024-03-18,,C50821,Malignant neoplasm of overlapping sites of right male breast,2,2024,false,
323,12,active,2024-03-18,,C50822,Malignant neoplasm of overlapping sites of left male breast,2,2024,false,
324,12,active,2024-03-18,,C50829,Malignant neoplasm of overlapping sites of unspecified male breast,2,2024,false,
325,12,active,2024-03-18,,C509,Malignant neoplasm of breast of unspecified site,2,2024,false,
326,12,active,2024-03-18,,C5091,"Malignant neoplasm of breast of unspecified site, female",2,2024,false,
327,12,active,2024-03-18,,C50911,Malignant neoplasm of unspecified site of right female breast,2,2024,false,
328,12,active,2024-03-18,,C50912,Malignant neoplasm of unspecified site of left female breast,2,2024,false,
329,12,active,2024-03-18,,C50919,Malignant neoplasm of unspecified site of unspecified female breast,2,2024,false,
330,12,active,2024-03-18,,C5092,"Malignant neoplasm of breast of unspecified site, male",2,2024,false,
331,12,active,2024-03-18,,C50921,Malignant neoplasm of unspecified site of right male breast,2,2024,false,
332,12,active,2024-03-18,,C50922,Malignant neoplasm of unspecified site of left male breast,2,2024,false,
333,12,active,2024-03-18,,C50929,Malignant neoplasm of unspecified site of unspecified male breast,2,2024,false,
334,12,active,2024-03-18,,D05,Carcinoma in situ of breast,2,2024,false,
335,12,active,2024-03-18,,D050,Lobular carcinoma in situ of breast,2,2024,false,
336,12,active,2024-03-18,,D0500,Lobular carcinoma in situ of unspecified breast,2,2024,false,
337,12,active,2024-03-18,,D0501,Lobular carcinoma in situ of right breast,2,2024,false,
338,12,active,2024-03-18,,D0502,Lobular carcinoma in situ of left breast,2,2024,false,
339,12,active,2024-03-18,,D051,Intraductal carcinoma in situ of breast,2,2024,false,
340,12,active,2024-03-18,,D0510,Intraductal carcinoma in situ of unspecified breast,2,2024,false,
341,12,active,2024-03-18,,D0511,Intraductal carcinoma in situ of right breast,2,2024,false,
342,12,active,2024-03-18,,D0512,Intraductal carcinoma in situ of left breast,2,2024,false,
343,12,active,2024-03-18,,D058,Other specified type of carcinoma in situ of breast,2,2024,false,
344,12,active,2024-03-18,,D0580,Other specified type of carcinoma in situ of unspecified breast,2,2024,false,
345,12,active,2024-03-18,,D0581,Other specified type of carcinoma in situ of right breast,2,2024,false,
346,12,active,2024-03-18,,D0582,Other specified type of carcinoma in situ of left breast,2,2024,false,
347,12,active,2024-03-18,,D059,Unspecified type of carcinoma in situ of breast,2,2024,false,
348,12,active,2024-03-18,,D0590,Unspecified type of carcinoma in situ of unspecified breast,2,2024,false,
349,12,active,2024-03-18,,D0591,Unspecified type of carcinoma in situ of right breast,2,2024,false,
350,12,active,2024-03-18,,D0592,Unspecified type of carcinoma in situ of left breast,2,2024,false,
351,12,active,2024-03-18,,Z170,Estrogen receptor positive status [ER+],2,2024,false,
352,12,active,2024-03-18,,Z171,Estrogen receptor negative status [ER-],2,2024,false,
353,12,active,2024-03-18,,Z853,Personal history of malignant neoplasm of breast,2,2024,false,
354,12,active,2024-03-18,,Z86000,Personal history of in-situ neoplasm of breast,2,2024,false,Explanatory ICD-10-CM material indicates that this corresponds to carcinoma in situ.
355,13,active,2024-03-18,,K900,Celiac disease,2,2024,false,
356,14,active,2024-03-18,,J41,Simple and mucopurulent chronic bronchitis,2,2024,false,
357,14,active,2024-03-18,,J410,Simple chronic bronchitis,2,2024,false,
358,14,active,2024-03-18,,J411,Mucopurulent chronic bronchitis,2,2024,false,
359,14,active,2024-03-18,,J418,Mixed simple and mucopurulent chronic bronchitis,2,2024,false,
360,14,active,2024-03-18,,J42,Unspecified chronic bronchitis,2,2024,false,
361,14,active,2024-03-18,,J43,Emphysema,2,2024,false,
362,14,active,2024-03-18,,J430,Unilateral pulmonary emphysema [MacLeod's syndrome],2,2024,false,
363,14,active,2024-03-18,,J431,Panlobular emphysema,2,2024,false,
364,14,active,2024-03-18,,J432,Centrilobular emphysema,2,2024,false,
365,14,active,2024-03-18,,J438,Other emphysema,2,2024,false,
366,14,active,2024-03-18,,J439,"Emphysema, unspecified",2,2024,false,
367,14,active,2024-03-18,,J44,Other chronic obstructive pulmonary disease,2,2024,false,
368,14,active,2024-03-18,,J440,Chronic obstructive pulmonary disease with (acute) lower respiratory infection,2,2024,false,
369,14,active,2024-03-18,,J441,Chronic obstructive pulmonary disease with (acute) exacerbation,2,2024,false,
370,14,active,2024-03-18,,J448,Other specified chronic obstructive pulmonary disease,2,2024,false,
371,14,active,2024-03-18,,J4489,Other specified chronic obstructive pulmonary disease,2,2024,false,
372,14,active,2024-03-18,,J449,"Chronic obstructive pulmonary disease, unspecified",2,2024,false,
373,15,active,2024-03-18,,F141,Cocaine abuse,2,2024,false,
374,15,active,2024-03-18,,F1410,"Cocaine abuse, uncomplicated",2,2024,false,
375,15,active,2024-03-18,,F1411,"Cocaine abuse, in remission",2,2024,false,
376,15,active,2024-03-18,,F1412,Cocaine abuse with intoxication,2,2024,false,
377,15,active,2024-03-18,,F14120,"Cocaine abuse with intoxication, uncomplicated",2,2024,false,
378,15,active,2024-03-18,,F14121,Cocaine abuse with intoxication with delirium,2,2024,false,
379,15,active,2024-03-18,,F14122,Cocaine abuse with intoxication with perceptual disturbance,2,2024,false,
380,15,active,2024-03-18,,F14129,"Cocaine abuse with intoxication, unspecified",2,2024,false,
381,15,active,2024-03-18,,F1413,"Cocaine abuse, unspecified with withdrawal",2,2024,false,
382,15,active,2024-03-18,,F1414,Cocaine abuse with cocaine-induced mood disorder,2,2024,false,
383,15,active,2024-03-18,,F1415,Cocaine abuse with cocaine-induced psychotic disorder,2,2024,false,
384,15,active,2024-03-18,,F14150,Cocaine abuse with cocaine-induced psychotic disorder with delusions,2,2024,false,
385,15,active,2024-03-18,,F14151,Cocaine abuse with cocaine-induced psychotic disorder with hallucinations,2,2024,false,
386,15,active,2024-03-18,,F14159,"Cocaine abuse with cocaine-induced psychotic disorder, unspecified",2,2024,false,
387,15,active,2024-03-18,,F1418,Cocaine abuse with other cocaine-induced disorder,2,2024,false,
388,15,active,2024-03-18,,F14180,Cocaine abuse with cocaine-induced anxiety disorder,2,2024,false,
389,15,active,2024-03-18,,F14181,Cocaine abuse with cocaine-induced sexual dysfunction,2,2024,false,
390,15,active,2024-03-18,,F14182,Cocaine abuse with cocaine-induced sleep disorder,2,2024,false,
391,15,active,2024-03-18,,F14188,Cocaine abuse with other cocaine-induced disorder,2,2024,false,
392,15,active,2024-03-18,,F1419,Cocaine abuse with unspecified cocaine-induced disorder,2,2024,false,
393,15,active,2024-03-18,,F142,Cocaine dependence,2,2024,false,
394,15,active,2024-03-18,,F1420,"Cocaine dependence, uncomplicated",2,2024,false,
395,15,active,2024-03-18,,F1421,"Cocaine dependence, in remission",2,2024,false,
396,15,active,2024-03-18,,F1422,Cocaine dependence with intoxication,2,2024,false,
397,15,active,2024-03-18,,F14220,"Cocaine dependence with intoxication, uncomplicated",2,2024,false,
398,15,active,2024-03-18,,F14221,Cocaine dependence with intoxication delirium,2,2024,false,
399,15,active,2024-03-18,,F14222,Cocaine dependence with intoxication with perceptual disturbance,2,2024,false,
400,15,active,2024-03-18,,F14229,"Cocaine dependence with intoxication, unspecified",2,2024,false,
401,15,active,2024-03-18,,F1423,Cocaine dependence with withdrawal,2,2024,false,
402,15,active,2024-03-18,,F1424,Cocaine dependence with cocaine-induced mood disorder,2,2024,false,
403,15,active,2024-03-18,,F1425,Cocaine dependence with cocaine-induced psychotic disorder,2,2024,false,
404,15,active,2024-03-18,,F14250,Cocaine dependence with cocaine-induced psychotic disorder with delusions,2,2024,false,
405,15,active,2024-03-18,,F14251,Cocaine dependence with cocaine-induced psychotic disorder with hallucinations,2,2024,false,
406,15,active,2024-03-18,,F14259,"Cocaine dependence with cocaine-induced psychotic disorder, unspecified",2,2024,false,
407,15,active,2024-03-18,,F1428,Cocaine dependence with other cocaine-induced disorder,2,2024,false,
408,15,active,2024-03-18,,F14280,Cocaine dependence with cocaine-induced anxiety disorder,2,2024,false,
409,15,active,2024-03-18,,F14281,Cocaine dependence with cocaine-induced sexual dysfunction,2,2024,false,
410,15,active,2024-03-18,,F14282,Cocaine dependence with cocaine-induced sleep disorder,2,2024,false,
411,15,active,2024-03-18,,F14288,Cocaine dependence with other cocaine-induced disorder,2,2024,false,
412,15,active,2024-03-18,,F1429,Cocaine dependence with unspecified cocaine-induced disorder,2,2024,false,
413,16,active,2024-03-18,,C18,Malignant neoplasm of colon,2,2024,false,
414,16,active,2024-03-18,,C180,Malignant neoplasm of cecum,2,2024,false,
415,16,active,2024-03-18,,C181,Malignant neoplasm of appendix,2,2024,false,
416,16,active,2024-03-18,,C182,Malignant neoplasm of ascending colon,2,2024,false,
417,16,active,2024-03-18,,C183,Malignant neoplasm of hepatic flexure,2,2024,false,
418,16,active,2024-03-18,,C184,Malignant neoplasm of transverse colon,2,2024,false,
419,16,active,2024-03-18,,C185,Malignant neoplasm of splenic flexure,2,2024,false,
420,16,active,2024-03-18,,C186,Malignant neoplasm of descending colon,2,2024,false,
421,16,active,2024-03-18,,C187,Malignant neoplasm of sigmoid colon,2,2024,false,
422,16,active,2024-03-18,,C188,Malignant neoplasm of overlapping sites of colon,2,2024,false,
423,16,active,2024-03-18,,C189,"Malignant neoplasm of colon, unspecified",2,2024,false,
424,16,active,2024-03-18,,C19,Malignant neoplasm of rectosigmoid junction,2,2024,false,
425,16,active,2024-03-18,,C20,Malignant neoplasm of rectum,2,2024,false,
426,16,active,2024-03-18,,D010,Carcinoma in situ of colon,2,2024,false,
427,16,active,2024-03-18,,D011,Carcinoma in situ of rectosigmoid junction,2,2024,false,
428,16,active,2024-03-18,,D012,Carcinoma in situ of rectum,2,2024,false,
429,17,active,2024-03-18,,J1282,Pneumonia due to coronavirus disease 2019,2,2024,false,
430,17,active,2024-03-18,,Z8616,Personal history of COVID-19,2,2024,false,
431,17,active,2024-03-18,,U071,COVID-19,2,2024,false,
432,17,active,2024-03-18,,U09,Post COVID-19 condition,2,2024,false,
433,17,active,2024-03-18,,U099,"Post COVID-19 condition, unspecified",2,2024,false,
434,18,active,2024-03-18,,M15,Polyosteoarthritis,2,2024,false,
435,18,active,2024-03-18,,M150,Primary generalized (osteo)arthritis,2,2024,false,
436,18,active,2024-03-18,,M151,Heberden's nodes (with arthropathy),2,2024,false,
437,18,active,2024-03-18,,M152,Bouchard's nodes (with arthropathy),2,2024,false,
438,18,active,2024-03-18,,M153,Secondary multiple arthritis,2,2024,false,
439,18,active,2024-03-18,,M154,Erosive (osteo)arthritis,2,2024,false,
440,18,active,2024-03-18,,M158,Other polyosteoarthritis,2,2024,false,
441,18,active,2024-03-18,,M159,"Polyosteoarthritis, unspecified",2,2024,false,
442,18,active,2024-03-18,,M16,Osteoarthritis of hip,2,2024,false,
443,18,active,2024-03-18,,M160,Bilateral primary osteoarthritis of hip,2,2024,false,
444,18,active,2024-03-18,,M161,Unilateral primary osteoarthritis of hip,2,2024,false,
445,18,active,2024-03-18,,M1610,"Unilateral primary osteoarthritis, unspecified hip",2,2024,false,
446,18,active,2024-03-18,,M1611,"Unilateral primary osteoarthritis, right hip",2,2024,false,
447,18,active,2024-03-18,,M1612,"Unilateral primary osteoarthritis, left hip",2,2024,false,
448,18,active,2024-03-18,,M162,Bilateral osteoarthritis resulting from hip dysplasia,2,2024,false,
449,18,active,2024-03-18,,M163,Unilateral osteoarthritis resulting from hip dysplasia,2,2024,false,
450,18,active,2024-03-18,,M1630,"Unilateral osteoarthritis resulting from hip dysplasia, unspecified hip",2,2024,false,
451,18,active,2024-03-18,,M1631,"Unilateral osteoarthritis resulting from hip dysplasia, right hip",2,2024,false,
452,18,active,2024-03-18,,M1632,"Unilateral osteoarthritis resulting from hip dysplasia, left hip",2,2024,false,
453,18,active,2024-03-18,,M164,Bilateral post-traumatic osteoarthritis of hip,2,2024,false,
454,18,active,2024-03-18,,M165,Unilateral post-traumatic osteoarthritis of hip,2,2024,false,
455,18,active,2024-03-18,,M1650,"Unilateral post-traumatic osteoarthritis, unspecified hip",2,2024,false,
456,18,active,2024-03-18,,M1651,"Unilateral post-traumatic osteoarthritis, right hip",2,2024,false,
457,18,active,2024-03-18,,M1652,"Unilateral post-traumatic osteoarthritis, left hip",2,2024,false,
458,18,active,2024-03-18,,M166,Other bilateral secondary osteoarthritis of hip,2,2024,false,
459,18,active,2024-03-18,,M167,Other unilateral secondary osteoarthritis of hip,2,2024,false,
460,18,active,2024-03-18,,M169,"Osteoarthritis of hip, unspecified",2,2024,false,
461,18,active,2024-03-18,,M17,Osteoarthritis of knee,2,2024,false,
462,18,active,2024-03-18,,M170,Bilateral primary osteoarthritis of knee,2,2024,false,
463,18,active,2024-03-18,,M171,Unilateral primary osteoarthritis of knee,2,2024,false,
464,18,active,2024-03-18,,M1710,"Unilateral primary osteoarthritis, unspecified knee",2,2024,false,
