condition_family,condition,icd_10_cm_code,icd_10_cm_description,condition_column_name
Autoimmune Disease,Rheumatoid Arthritis,M0569,Rheumatoid arthritis of multiple sites with involvement of other organs and systems,RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M0570,Rheumatoid arthritis with rheumatoid factor of unspecified site without organ or systems involvement,RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M05711,Rheumatoid arthritis with rheumatoid factor of right shoulder without organ or systems involvement,RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M05712,Rheumatoid arthritis with rheumatoid factor of left shoulder without organ or systems involvement,RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M05719,Rheumatoid arthritis with rheumatoid factor of unspecified shoulder without organ or systems involvement,RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M05721,Rheumatoid arthritis with rheumatoid factor of right elbow without organ or systems involvement,RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M05722,Rheumatoid arthritis with rheumatoid factor of left elbow without organ or systems involvement,RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M05729,Rheumatoid arthritis with rheumatoid factor of unspecified elbow without organ or systems involvement,RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M05731,Rheumatoid arthritis with rheumatoid factor of right wrist without organ or systems involvement,RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M05732,Rheumatoid arthritis with rheumatoid factor of left wrist without organ or systems involvement,RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M05739,Rheumatoid arthritis with rheumatoid factor of unspecified wrist without organ or systems involvement,RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M05741,Rheumatoid arthritis with rheumatoid factor of right hand without organ or systems involvement,RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M05742,Rheumatoid arthritis with rheumatoid factor of left hand without organ or systems involvement,RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M05749,Rheumatoid arthritis with rheumatoid factor of unspecified hand without organ or systems involvement,RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M05751,Rheumatoid arthritis with rheumatoid factor of right hip without organ or systems involvement,RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M05752,Rheumatoid arthritis with rheumatoid factor of left hip without organ or systems involvement,RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M05759,Rheumatoid arthritis with rheumatoid factor of unspecified hip without organ or systems involvement,RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M05761,Rheumatoid arthritis with rheumatoid factor of right knee without organ or systems involvement,RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M05762,Rheumatoid arthritis with rheumatoid factor of left knee without organ or systems involvement,RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M05769,Rheumatoid arthritis with rheumatoid factor of unspecified knee without organ or systems involvement,RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M05771,Rheumatoid arthritis with rheumatoid factor of right ankle and foot without organ or systems involvement,RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M05772,Rheumatoid arthritis with rheumatoid factor of left ankle and foot without organ or systems involvement,RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M05779,Rheumatoid arthritis with rheumatoid factor of unspecified ankle and foot without organ or systems involvement,RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M0579,Rheumatoid arthritis with rheumatoid factor of multiple sites without organ or systems involvement,RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M057A,Rheumatoid arthritis with rheumatoid factor of other specified site without organ or systems involvement,RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M0580,Other rheumatoid arthritis with rheumatoid factor of unspecified site,RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M05811,Other rheumatoid arthritis with rheumatoid factor of right shoulder,RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M05812,Other rheumatoid arthritis with rheumatoid factor of left shoulder,RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M05819,Other rheumatoid arthritis with rheumatoid factor of unspecified shoulder,RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M05821,Other rheumatoid arthritis with rheumatoid factor of right elbow,RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M05822,Other rheumatoid arthritis with rheumatoid factor of left elbow,RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M05829,Other rheumatoid arthritis with rheumatoid factor of unspecified elbow,RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M05831,Other rheumatoid arthritis with rheumatoid factor of right wrist,RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M05832,Other rheumatoid arthritis with rheumatoid factor of left wrist,RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M05839,Other rheumatoid arthritis with rheumatoid factor of unspecified wrist,RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M05841,Other rheumatoid arthritis with rheumatoid factor of right hand,RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M05842,Other rheumatoid arthritis with rheumatoid factor of left hand,RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M05849,Other rheumatoid arthritis with rheumatoid factor of unspecified hand,RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M05851,Other rheumatoid arthritis with rheumatoid factor of right hip,RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M05852,Other rheumatoid arthritis with rheumatoid factor of left hip,RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M05859,Other rheumatoid arthritis with rheumatoid factor of unspecified hip,RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M05861,Other rheumatoid arthritis with rheumatoid factor of right knee,RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M05862,Other rheumatoid arthritis with rheumatoid factor of left knee,RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M05869,Other rheumatoid arthritis with rheumatoid factor of unspecified knee,RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M05871,Other rheumatoid arthritis with rheumatoid factor of right ankle and foot,RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M05872,Other rheumatoid arthritis with rheumatoid factor of left ankle and foot,RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M05879,Other rheumatoid arthritis with rheumatoid factor of unspecified ankle and foot,RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M0589,Other rheumatoid arthritis with rheumatoid factor of multiple sites,RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M058A,Other rheumatoid arthritis with rheumatoid factor of other specified site,RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M059,"Rheumatoid arthritis with rheumatoid factor, unspecified",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M0600,"Rheumatoid arthritis without rheumatoid factor, unspecified site",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06011,"Rheumatoid arthritis without rheumatoid factor, right shoulder",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06012,"Rheumatoid arthritis without rheumatoid factor, left shoulder",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06019,"Rheumatoid arthritis without rheumatoid factor, unspecified shoulder",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06021,"Rheumatoid arthritis without rheumatoid factor, right elbow",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06022,"Rheumatoid arthritis without rheumatoid factor, left elbow",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06029,"Rheumatoid arthritis without rheumatoid factor, unspecified elbow",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06031,"Rheumatoid arthritis without rheumatoid factor, right wrist",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06032,"Rheumatoid arthritis without rheumatoid factor, left wrist",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06039,"Rheumatoid arthritis without rheumatoid factor, unspecified wrist",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06041,"Rheumatoid arthritis without rheumatoid factor, right hand",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06042,"Rheumatoid arthritis without rheumatoid factor, left hand",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06049,"Rheumatoid arthritis without rheumatoid factor, unspecified hand",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06051,"Rheumatoid arthritis without rheumatoid factor, right hip",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06052,"Rheumatoid arthritis without rheumatoid factor, left hip",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06059,"Rheumatoid arthritis without rheumatoid factor, unspecified hip",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06061,"Rheumatoid arthritis without rheumatoid factor, right knee",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06062,"Rheumatoid arthritis without rheumatoid factor, left knee",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06069,"Rheumatoid arthritis without rheumatoid factor, unspecified knee",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06071,"Rheumatoid arthritis without rheumatoid factor, right ankle and foot",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06072,"Rheumatoid arthritis without rheumatoid factor, left ankle and foot",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06079,"Rheumatoid arthritis without rheumatoid factor, unspecified ankle and foot",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M0608,"Rheumatoid arthritis without rheumatoid factor, vertebrae",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M0609,"Rheumatoid arthritis without rheumatoid factor, multiple sites",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M060A,"Rheumatoid arthritis without rheumatoid factor, other specified site",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M061,Adult-onset Still's disease,RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M0620,"Rheumatoid bursitis, unspecified site",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06211,"Rheumatoid bursitis, right shoulder",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06212,"Rheumatoid bursitis, left shoulder",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06219,"Rheumatoid bursitis, unspecified shoulder",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06221,"Rheumatoid bursitis, right elbow",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06222,"Rheumatoid bursitis, left elbow",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06229,"Rheumatoid bursitis, unspecified elbow",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06231,"Rheumatoid bursitis, right wrist",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06232,"Rheumatoid bursitis, left wrist",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06239,"Rheumatoid bursitis, unspecified wrist",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06241,"Rheumatoid bursitis, right hand",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06242,"Rheumatoid bursitis, left hand",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06249,"Rheumatoid bursitis, unspecified hand",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06251,"Rheumatoid bursitis, right hip",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06252,"Rheumatoid bursitis, left hip",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06259,"Rheumatoid bursitis, unspecified hip",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06261,"Rheumatoid bursitis, right knee",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06262,"Rheumatoid bursitis, left knee",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06269,"Rheumatoid bursitis, unspecified knee",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06271,"Rheumatoid bursitis, right ankle and foot",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06272,"Rheumatoid bursitis, left ankle and foot",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06279,"Rheumatoid bursitis, unspecified ankle and foot",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M0628,"Rheumatoid bursitis, vertebrae",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M0629,"Rheumatoid bursitis, multiple sites",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M0630,"Rheumatoid nodule, unspecified site",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06311,"Rheumatoid nodule, right shoulder",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06312,"Rheumatoid nodule, left shoulder",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06319,"Rheumatoid nodule, unspecified shoulder",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06321,"Rheumatoid nodule, right elbow",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06322,"Rheumatoid nodule, left elbow",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06329,"Rheumatoid nodule, unspecified elbow",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06331,"Rheumatoid nodule, right wrist",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06332,"Rheumatoid nodule, left wrist",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06339,"Rheumatoid nodule, unspecified wrist",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06341,"Rheumatoid nodule, right hand",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06342,"Rheumatoid nodule, left hand",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06349,"Rheumatoid nodule, unspecified hand",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06351,"Rheumatoid nodule, right hip",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06352,"Rheumatoid nodule, left hip",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06359,"Rheumatoid nodule, unspecified hip",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06361,"Rheumatoid nodule, right knee",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06362,"Rheumatoid nodule, left knee",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06369,"Rheumatoid nodule, unspecified knee",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06371,"Rheumatoid nodule, right ankle and foot",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06372,"Rheumatoid nodule, left ankle and foot",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06379,"Rheumatoid nodule, unspecified ankle and foot",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M0638,"Rheumatoid nodule, vertebrae",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M0639,"Rheumatoid nodule, multiple sites",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M0680,"Other specified rheumatoid arthritis, unspecified site",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06811,"Other specified rheumatoid arthritis, right shoulder",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06812,"Other specified rheumatoid arthritis, left shoulder",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06819,"Other specified rheumatoid arthritis, unspecified shoulder",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06821,"Other specified rheumatoid arthritis, right elbow",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06822,"Other specified rheumatoid arthritis, left elbow",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06829,"Other specified rheumatoid arthritis, unspecified elbow",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06831,"Other specified rheumatoid arthritis, right wrist",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06832,"Other specified rheumatoid arthritis, left wrist",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06839,"Other specified rheumatoid arthritis, unspecified wrist",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06841,"Other specified rheumatoid arthritis, right hand",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06842,"Other specified rheumatoid arthritis, left hand",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06849,"Other specified rheumatoid arthritis, unspecified hand",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06851,"Other specified rheumatoid arthritis, right hip",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06852,"Other specified rheumatoid arthritis, left hip",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06859,"Other specified rheumatoid arthritis, unspecified hip",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06861,"Other specified rheumatoid arthritis, right knee",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06862,"Other specified rheumatoid arthritis, left knee",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06869,"Other specified rheumatoid arthritis, unspecified knee",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06871,"Other specified rheumatoid arthritis, right ankle and foot",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06872,"Other specified rheumatoid arthritis, left ankle and foot",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M06879,"Other specified rheumatoid arthritis, unspecified ankle and foot",RHEUMATOID_ARTHRITIS
Autoimmune Disease,Rheumatoid Arthritis,M0688,"Other specified rheumatoid arthritis, vertebrae",RHEUMATOID_ARTHRITIS
