hcpcs_code,ccs_category,ccs_category_description
64893,9,Other OR therapeutic nervous system procedures
64895,9,Other OR therapeutic nervous system procedures
64896,9,Other OR therapeutic nervous system procedures
64897,9,Other OR therapeutic nervous system procedures
64898,9,Other OR therapeutic nervous system procedures
64901,9,Other OR therapeutic nervous system procedures
64902,9,Other OR therapeutic nervous system procedures
64905,9,Other OR therapeutic nervous system procedures
64907,9,Other OR therapeutic nervous system procedures
64910,9,Other OR therapeutic nervous system procedures
64911,9,Other OR therapeutic nervous system procedures
64912,9,Other OR therapeutic nervous system procedures
64913,9,Other OR therapeutic nervous system procedures
67570,9,Other OR therapeutic nervous system procedures
69720,9,Other OR therapeutic nervous system procedures
69725,9,Other OR therapeutic nervous system procedures
69740,9,Other OR therapeutic nervous system procedures
69745,9,Other OR therapeutic nervous system procedures
69955,9,Other OR therapeutic nervous system procedures
C7551,9,Other OR therapeutic nervous system procedures
S2235,9,Other OR therapeutic nervous system procedures
60210,10,"Thyroidectomy, partial or complete"
60212,10,"Thyroidectomy, partial or complete"
60220,10,"Thyroidectomy, partial or complete"
60225,10,"Thyroidectomy, partial or complete"
60240,10,"Thyroidectomy, partial or complete"
60252,10,"Thyroidectomy, partial or complete"
60254,10,"Thyroidectomy, partial or complete"
60260,10,"Thyroidectomy, partial or complete"
60270,10,"Thyroidectomy, partial or complete"
60271,10,"Thyroidectomy, partial or complete"
C7555,10,"Thyroidectomy, partial or complete"
0446T,11,Diagnostic endocrine procedures
0447T,11,Diagnostic endocrine procedures
0448T,11,Diagnostic endocrine procedures
60100,11,Diagnostic endocrine procedures
95249,11,Diagnostic endocrine procedures
95250,11,Diagnostic endocrine procedures
95251,11,Diagnostic endocrine procedures
0673T,12,Other therapeutic endocrine procedures
32673,12,Other therapeutic endocrine procedures
60000,12,Other therapeutic endocrine procedures
60200,12,Other therapeutic endocrine procedures
60280,12,Other therapeutic endocrine procedures
60281,12,Other therapeutic endocrine procedures
60300,12,Other therapeutic endocrine procedures
60500,12,Other therapeutic endocrine procedures
60502,12,Other therapeutic endocrine procedures
60505,12,Other therapeutic endocrine procedures
60512,12,Other therapeutic endocrine procedures
60520,12,Other therapeutic endocrine procedures
60521,12,Other therapeutic endocrine procedures
60522,12,Other therapeutic endocrine procedures
60540,12,Other therapeutic endocrine procedures
60545,12,Other therapeutic endocrine procedures
60650,12,Other therapeutic endocrine procedures
60659,12,Other therapeutic endocrine procedures
60699,12,Other therapeutic endocrine procedures
61546,12,Other therapeutic endocrine procedures
61548,12,Other therapeutic endocrine procedures
62165,12,Other therapeutic endocrine procedures
79005,12,Other therapeutic endocrine procedures
65710,13,Corneal transplant
65730,13,Corneal transplant
65750,13,Corneal transplant
65755,13,Corneal transplant
65756,13,Corneal transplant
65757,13,Corneal transplant
0253T,14,Glaucoma procedures
0449T,14,Glaucoma procedures
0450T,14,Glaucoma procedures
0621T,14,Glaucoma procedures
0622T,14,Glaucoma procedures
0671T,14,Glaucoma procedures
0730T,14,Glaucoma procedures
65820,14,Glaucoma procedures
65850,14,Glaucoma procedures
65855,14,Glaucoma procedures
66150,14,Glaucoma procedures
66155,14,Glaucoma procedures
66160,14,Glaucoma procedures
66170,14,Glaucoma procedures
66172,14,Glaucoma procedures
66174,14,Glaucoma procedures
66175,14,Glaucoma procedures
66179,14,Glaucoma procedures
66180,14,Glaucoma procedures
66183,14,Glaucoma procedures
66184,14,Glaucoma procedures
66185,14,Glaucoma procedures
66700,14,Glaucoma procedures
66710,14,Glaucoma procedures
66711,14,Glaucoma procedures
66720,14,Glaucoma procedures
66740,14,Glaucoma procedures
66761,14,Glaucoma procedures
0308T,15,Lens and cataract procedures
0617T,15,Lens and cataract procedures
0618T,15,Lens and cataract procedures
65920,15,Lens and cataract procedures
66820,15,Lens and cataract procedures
66821,15,Lens and cataract procedures
66825,15,Lens and cataract procedures
66830,15,Lens and cataract procedures
66840,15,Lens and cataract procedures
66850,15,Lens and cataract procedures
66852,15,Lens and cataract procedures
66920,15,Lens and cataract procedures
66930,15,Lens and cataract procedures
66940,15,Lens and cataract procedures
66982,15,Lens and cataract procedures
66983,15,Lens and cataract procedures
66984,15,Lens and cataract procedures
66985,15,Lens and cataract procedures
66986,15,Lens and cataract procedures
66987,15,Lens and cataract procedures
66988,15,Lens and cataract procedures
66989,15,Lens and cataract procedures
66991,15,Lens and cataract procedures
67039,16,"Repair of retinal tear, detachment"
67040,16,"Repair of retinal tear, detachment"
67101,16,"Repair of retinal tear, detachment"
67105,16,"Repair of retinal tear, detachment"
67107,16,"Repair of retinal tear, detachment"
67108,16,"Repair of retinal tear, detachment"
67110,16,"Repair of retinal tear, detachment"
67113,16,"Repair of retinal tear, detachment"
67141,16,"Repair of retinal tear, detachment"
67145,16,"Repair of retinal tear, detachment"
67208,17,Destruction of lesion of retina and choroid
67210,17,Destruction of lesion of retina and choroid
67218,17,Destruction of lesion of retina and choroid
67220,17,Destruction of lesion of retina and choroid
67221,17,Destruction of lesion of retina and choroid
67225,17,Destruction of lesion of retina and choroid
67227,17,Destruction of lesion of retina and choroid
67228,17,Destruction of lesion of retina and choroid
67229,17,Destruction of lesion of retina and choroid
G0186,17,Destruction of lesion of retina and choroid
0329T,18,Diagnostic procedures on eye
0330T,18,Diagnostic procedures on eye
0615T,18,Diagnostic procedures on eye
65410,18,Diagnostic procedures on eye
65430,18,Diagnostic procedures on eye
65800,18,Diagnostic procedures on eye
67346,18,Diagnostic procedures on eye
67400,18,Diagnostic procedures on eye
67415,18,Diagnostic procedures on eye
67450,18,Diagnostic procedures on eye
67810,18,Diagnostic procedures on eye
68100,18,Diagnostic procedures on eye
68510,18,Diagnostic procedures on eye
68525,18,Diagnostic procedures on eye
92145,18,Diagnostic procedures on eye
S0620,18,Diagnostic procedures on eye
S0621,18,Diagnostic procedures on eye
S3000,18,Diagnostic procedures on eye
0207T,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
0402T,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
0563T,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
13151,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
13152,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
13153,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
15820,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
15821,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
15822,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
15823,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
65210,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
65270,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
65272,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
65273,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
65275,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
65280,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
65285,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
65286,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
65400,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
65420,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
65426,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
65435,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
65436,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
65450,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
65600,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
65760,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
65765,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
65767,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
65770,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
65771,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
65772,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
65775,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
65778,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
65779,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
65785,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
66250,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
67700,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
67710,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
67715,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
67800,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
67801,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
67805,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
67808,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
67820,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
67825,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
67830,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
67835,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
67840,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
67850,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
67875,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
67880,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
67882,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
67900,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
67901,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
67902,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
67903,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
67904,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
67906,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
67908,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
