bill_type_code,bill_type_description,deprecated,deprecated_date
"72I","Clinic  Hospital based or Independent Renal Dialysis Center FI Adjustment Claim (Other than QIO or Provider)","0",
"72J","Clinic  Hospital based or Independent Renal Dialysis Center Initiated Adjustment Claim/Other","0",
"72K","Clinic  Hospital based or Independent Renal Dialysis Center OIG Initiated Adjustment Claim","0",
"72M","Clinic  Hospital based or Independent Renal Dialysis Center MSP Initiated Adjustment Claim","0",
"72O","Clinic  Hospital based or Independent Renal Dialysis Center Nonpayment/Zero Claims","0",
"72P","Clinic  Hospital based or Independent Renal Dialysis Center QIO Adjustment Claim","0",
"72Q","Clinic  Hospital based or Independent Renal Dialysis Center Reopening/Adjustment","0",
"72X","Clinic  Hospital based or Independent Renal Dialysis Center Void/Cancel a Prior Abbreviated Encounter Submission","0",
"72Y","Clinic  Hospital based or Independent Renal Dialysis Center Replacement of Prior Abbreviated Encounter Submission","0",
"72Z","Clinic  Hospital based or Independent Renal Dialysis Center New Abbreviated Encounter Submission","0",
"730","Clinic Federally Qualified Health Center (FQHC)Non-payment/Zero Claim","0",
"731","Clinic Federally Qualified Health Center (FQHC)Admit Through Discharge","0",
"732","Clinic Federally Qualified Health Center (FQHC)Interim - First Claim","0",
"733","Clinic Federally Qualified Health Center (FQHC)Interim-Continuing Claims","0",
"734","Clinic Federally Qualified Health Center (FQHC)Interim - Last Claim","0",
"735","Clinic Federally Qualified Health Center (FQHC)Late Charge Only","0",
"737","Clinic Federally Qualified Health Center (FQHC)Replacement of Prior Claim","0",
"738","Clinic Federally Qualified Health Center (FQHC)Void/Cancel of Prior Claim","0",
"739","Clinic Federally Qualified Health Center (FQHC)Final claim for a Home Health PPS Period","0",
"73A","Clinic Federally Qualified Health Center (FQHC)Admission/Election Notice for Hospice","0",
"73B","Clinic Federally Qualified Health Center (FQHC)Hospice Termination/ Revocation Notice","0",
"73C","Clinic Federally Qualified Health Center (FQHC)Hospice Change of Provider Notice","0",
"73D","Clinic Federally Qualified Health Center (FQHC)Hospice Election Void/Cancel","0",
"73E","Clinic Federally Qualified Health Center (FQHC)Hospice Change of Ownership","0",
"73F","Clinic Federally Qualified Health Center (FQHC)Beneficiary Initiated Adjustment Claim","0",
"73G","Clinic Federally Qualified Health Center (FQHC)CWF Initiated Adjustment Claim","0",
"73H","Clinic Federally Qualified Health Center (FQHC)CMS Initiated Adjustment Claim","0",
"73I","Clinic Federally Qualified Health Center (FQHC)FI Adjustment Claim (Other than QIO or Provider)","0",
"73J","Clinic Federally Qualified Health Center (FQHC)Initiated Adjustment Claim/Other","0",
"73K","Clinic Federally Qualified Health Center (FQHC)OIG Initiated Adjustment Claim","0",
"73M","Clinic Federally Qualified Health Center (FQHC)MSP Initiated Adjustment Claim","0",
"73O","Clinic Federally Qualified Health Center (FQHC)Nonpayment/Zero Claims","0",
"73P","Clinic Federally Qualified Health Center (FQHC)QIO Adjustment Claim","0",
"73Q","Clinic Federally Qualified Health Center (FQHC)Reopening/Adjustment","0",
"73X","Clinic Federally Qualified Health Center (FQHC)Void/Cancel a Prior Abbreviated Encounter Submission","0",
"73Y","Clinic Federally Qualified Health Center (FQHC)Replacement of Prior Abbreviated Encounter Submission","0",
"73Z","Clinic Federally Qualified Health Center (FQHC)New Abbreviated Encounter Submission","0",
"740","Clinic Other Rehabilitation Facility (ORF) Non-payment/Zero Claim","0",
"741","Clinic Other Rehabilitation Facility (ORF) Admit Through Discharge","0",
"742","Clinic Other Rehabilitation Facility (ORF) Interim - First Claim","0",
"743","Clinic Other Rehabilitation Facility (ORF) Interim-Continuing Claims","0",
"744","Clinic Other Rehabilitation Facility (ORF) Interim - Last Claim","0",
"745","Clinic Other Rehabilitation Facility (ORF) Late Charge Only","0",
"747","Clinic Other Rehabilitation Facility (ORF) Replacement of Prior Claim","0",
"748","Clinic Other Rehabilitation Facility (ORF) Void/Cancel of Prior Claim","0",
"749","Clinic Other Rehabilitation Facility (ORF) Final claim for a Home Health PPS Period","0",
"74A","Clinic Other Rehabilitation Facility (ORF) Admission/Election Notice for Hospice","0",
"74B","Clinic Other Rehabilitation Facility (ORF) Hospice Termination/ Revocation Notice","0",
"74C","Clinic Other Rehabilitation Facility (ORF) Hospice Change of Provider Notice","0",
"74D","Clinic Other Rehabilitation Facility (ORF) Hospice Election Void/Cancel","0",
"74E","Clinic Other Rehabilitation Facility (ORF) Hospice Change of Ownership","0",
"74F","Clinic Other Rehabilitation Facility (ORF) Beneficiary Initiated Adjustment Claim","0",
"74G","Clinic Other Rehabilitation Facility (ORF) CWF Initiated Adjustment Claim","0",
"74H","Clinic Other Rehabilitation Facility (ORF) CMS Initiated Adjustment Claim","0",
"74I","Clinic Other Rehabilitation Facility (ORF) FI Adjustment Claim (Other than QIO or Provider)","0",
"74J","Clinic Other Rehabilitation Facility (ORF) Initiated Adjustment Claim/Other","0",
"74K","Clinic Other Rehabilitation Facility (ORF) OIG Initiated Adjustment Claim","0",
"74M","Clinic Other Rehabilitation Facility (ORF) MSP Initiated Adjustment Claim","0",
"74O","Clinic Other Rehabilitation Facility (ORF) Nonpayment/Zero Claims","0",
"74P","Clinic Other Rehabilitation Facility (ORF) QIO Adjustment Claim","0",
"74Q","Clinic Other Rehabilitation Facility (ORF) Reopening/Adjustment","0",
"74X","Clinic Other Rehabilitation Facility (ORF) Void/Cancel a Prior Abbreviated Encounter Submission","0",
"74Y","Clinic Other Rehabilitation Facility (ORF) Replacement of Prior Abbreviated Encounter Submission","0",
"74Z","Clinic Other Rehabilitation Facility (ORF) New Abbreviated Encounter Submission","0",
"750","Clinic Comprehensive Outpatient Rehabilitation Facility (CORF) Non-payment/Zero Claim","0",
"751","Clinic Comprehensive Outpatient Rehabilitation Facility (CORF) Admit Through Discharge","0",
"752","Clinic Comprehensive Outpatient Rehabilitation Facility (CORF) Interim - First Claim","0",
"753","Clinic Comprehensive Outpatient Rehabilitation Facility (CORF) Interim-Continuing Claims","0",
"754","Clinic Comprehensive Outpatient Rehabilitation Facility (CORF) Interim - Last Claim","0",
"755","Clinic Comprehensive Outpatient Rehabilitation Facility (CORF) Late Charge Only","0",
"757","Clinic Comprehensive Outpatient Rehabilitation Facility (CORF) Replacement of Prior Claim","0",
"758","Clinic Comprehensive Outpatient Rehabilitation Facility (CORF) Void/Cancel of Prior Claim","0",
"759","Clinic Comprehensive Outpatient Rehabilitation Facility (CORF) Final claim for a Home Health PPS Period","0",
"75A","Clinic Comprehensive Outpatient Rehabilitation Facility (CORF) Admission/Election Notice for Hospice","0",
"75B","Clinic Comprehensive Outpatient Rehabilitation Facility (CORF) Hospice Termination/ Revocation Notice","0",
"75C","Clinic Comprehensive Outpatient Rehabilitation Facility (CORF) Hospice Change of Provider Notice","0",
"75D","Clinic Comprehensive Outpatient Rehabilitation Facility (CORF) Hospice Election Void/Cancel","0",
"75E","Clinic Comprehensive Outpatient Rehabilitation Facility (CORF) Hospice Change of Ownership","0",
"75F","Clinic Comprehensive Outpatient Rehabilitation Facility (CORF) Beneficiary Initiated Adjustment Claim","0",
"75G","Clinic Comprehensive Outpatient Rehabilitation Facility (CORF) CWF Initiated Adjustment Claim","0",
"75H","Clinic Comprehensive Outpatient Rehabilitation Facility (CORF) CMS Initiated Adjustment Claim","0",
"75I","Clinic Comprehensive Outpatient Rehabilitation Facility (CORF) FI Adjustment Claim (Other than QIO or Provider)","0",
"75J","Clinic Comprehensive Outpatient Rehabilitation Facility (CORF) Initiated Adjustment Claim/Other","0",
"75K","Clinic Comprehensive Outpatient Rehabilitation Facility (CORF) OIG Initiated Adjustment Claim","0",
"75M","Clinic Comprehensive Outpatient Rehabilitation Facility (CORF) MSP Initiated Adjustment Claim","0",
"75O","Clinic Comprehensive Outpatient Rehabilitation Facility (CORF) Nonpayment/Zero Claims","0",
"75P","Clinic Comprehensive Outpatient Rehabilitation Facility (CORF) QIO Adjustment Claim","0",
"75Q","Clinic Comprehensive Outpatient Rehabilitation Facility (CORF) Reopening/Adjustment","0",
"75X","Clinic Comprehensive Outpatient Rehabilitation Facility (CORF) Void/Cancel a Prior Abbreviated Encounter Submission","0",
"75Y","Clinic Comprehensive Outpatient Rehabilitation Facility (CORF) Replacement of Prior Abbreviated Encounter Submission","0",
"75Z","Clinic Comprehensive Outpatient Rehabilitation Facility (CORF) New Abbreviated Encounter Submission","0",
"760","Clinic Community Mental Health Center (CMHC) Non-payment/Zero Claim","0",
"761","Clinic Community Mental Health Center (CMHC) Admit Through Discharge","0",
"762","Clinic Community Mental Health Center (CMHC) Interim - First Claim","0",
"763","Clinic Community Mental Health Center (CMHC) Interim-Continuing Claims","0",
"764","Clinic Community Mental Health Center (CMHC) Interim - Last Claim","0",
"765","Clinic Community Mental Health Center (CMHC) Late Charge Only","0",
"767","Clinic Community Mental Health Center (CMHC) Replacement of Prior Claim","0",
"768","Clinic Community Mental Health Center (CMHC) Void/Cancel of Prior Claim","0",
"769","Clinic Community Mental Health Center (CMHC) Final claim for a Home Health PPS Period","0",
"76A","Clinic Community Mental Health Center (CMHC) Admission/Election Notice for Hospice","0",
"76B","Clinic Community Mental Health Center (CMHC) Hospice Termination/ Revocation Notice","0",
"76C","Clinic Community Mental Health Center (CMHC) Hospice Change of Provider Notice","0",
"76D","Clinic Community Mental Health Center (CMHC) Hospice Election Void/Cancel","0",
"76E","Clinic Community Mental Health Center (CMHC) Hospice Change of Ownership","0",
"76F","Clinic Community Mental Health Center (CMHC) Beneficiary Initiated Adjustment Claim","0",
"76G","Clinic Community Mental Health Center (CMHC) CWF Initiated Adjustment Claim","0",
"76H","Clinic Community Mental Health Center (CMHC) CMS Initiated Adjustment Claim","0",
"76I","Clinic Community Mental Health Center (CMHC) FI Adjustment Claim (Other than QIO or Provider)","0",
"76J","Clinic Community Mental Health Center (CMHC) Initiated Adjustment Claim/Other","0",
"76K","Clinic Community Mental Health Center (CMHC) OIG Initiated Adjustment Claim","0",
"76M","Clinic Community Mental Health Center (CMHC) MSP Initiated Adjustment Claim","0",
"76O","Clinic Community Mental Health Center (CMHC) Nonpayment/Zero Claims","0",
"76P","Clinic Community Mental Health Center (CMHC) QIO Adjustment Claim","0",
"76Q","Clinic Community Mental Health Center (CMHC) Reopening/Adjustment","0",
"76X","Clinic Community Mental Health Center (CMHC) Void/Cancel a Prior Abbreviated Encounter Submission","0",
"76Y","Clinic Community Mental Health Center (CMHC) Replacement of Prior Abbreviated Encounter Submission","0",
"76Z","Clinic Community Mental Health Center (CMHC) New Abbreviated Encounter Submission","0",
"770","Clinic Free-standing Provider-based Federally Qualified Health Center (FQHC) Non-payment/Zero Claim","0",
"771","Clinic Free-standing Provider-based Federally Qualified Health Center (FQHC) Admit Through Discharge","0",
"772","Clinic Free-standing Provider-based Federally Qualified Health Center (FQHC) Interim - First Claim","0",
"773","Clinic Free-standing Provider-based Federally Qualified Health Center (FQHC) Interim-Continuing Claims","0",
"774","Clinic Free-standing Provider-based Federally Qualified Health Center (FQHC) Interim - Last Claim","0",
"775","Clinic Free-standing Provider-based Federally Qualified Health Center (FQHC) Late Charge Only","0",
"777","Clinic Free-standing Provider-based Federally Qualified Health Center (FQHC) Replacement of Prior Claim","0",
"778","Clinic Free-standing Provider-based Federally Qualified Health Center (FQHC) Void/Cancel of Prior Claim","0",
"779","Clinic Free-standing Provider-based Federally Qualified Health Center (FQHC) Final claim for a Home Health PPS Period","0",
"77A","Clinic Free-standing Provider-based Federally Qualified Health Center (FQHC) Admission/Election Notice for Hospice","0",
"77B","Clinic Free-standing Provider-based Federally Qualified Health Center (FQHC) Hospice Termination/ Revocation Notice","0",
"77C","Clinic Free-standing Provider-based Federally Qualified Health Center (FQHC) Hospice Change of Provider Notice","0",
"77D","Clinic Free-standing Provider-based Federally Qualified Health Center (FQHC) Hospice Election Void/Cancel","0",
"77E","Clinic Free-standing Provider-based Federally Qualified Health Center (FQHC) Hospice Change of Ownership","0",
"77F","Clinic Free-standing Provider-based Federally Qualified Health Center (FQHC) Beneficiary Initiated Adjustment Claim","0",
"77G","Clinic Free-standing Provider-based Federally Qualified Health Center (FQHC) CWF Initiated Adjustment Claim","0",
"77H","Clinic Free-standing Provider-based Federally Qualified Health Center (FQHC) CMS Initiated Adjustment Claim","0",
"77I","Clinic Free-standing Provider-based Federally Qualified Health Center (FQHC) FI Adjustment Claim (Other than QIO or Provider)","0",
"77J","Clinic Free-standing Provider-based Federally Qualified Health Center (FQHC) Initiated Adjustment Claim/Other","0",
"77K","Clinic Free-standing Provider-based Federally Qualified Health Center (FQHC) OIG Initiated Adjustment Claim","0",
"77M","Clinic Free-standing Provider-based Federally Qualified Health Center (FQHC) MSP Initiated Adjustment Claim","0",
"77O","Clinic Free-standing Provider-based Federally Qualified Health Center (FQHC) Nonpayment/Zero Claims","0",
"77P","Clinic Free-standing Provider-based Federally Qualified Health Center (FQHC) QIO Adjustment Claim","0",
"77Q","Clinic Free-standing Provider-based Federally Qualified Health Center (FQHC) Reopening/Adjustment","0",
"77X","Clinic Free-standing Provider-based Federally Qualified Health Center (FQHC) Void/Cancel a Prior Abbreviated Encounter Submission","0",
"77Y","Clinic Free-standing Provider-based Federally Qualified Health Center (FQHC) Replacement of Prior Abbreviated Encounter Submission","0",
"77Z","Clinic Free-standing Provider-based Federally Qualified Health Center (FQHC) New Abbreviated Encounter Submission","0",
"790","Clinic Other Non-payment/Zero Claim","0",
"791","Clinic Other Admit Through Discharge","0",
"792","Clinic Other Interim - First Claim","0",
"793","Clinic Other Interim-Continuing Claims","0",
"794","Clinic Other Interim - Last Claim","0",
"795","Clinic Other Late Charge Only","0",
"797","Clinic Other Replacement of Prior Claim","0",
"798","Clinic Other Void/Cancel of Prior Claim","0",
"799","Clinic Other Final claim for a Home Health PPS Period","0",
"79A","Clinic Other Admission/Election Notice for Hospice","0",
"79B","Clinic Other Hospice Termination/ Revocation Notice","0",
"79C","Clinic Other Hospice Change of Provider Notice","0",
"79D","Clinic Other Hospice Election Void/Cancel","0",
"79E","Clinic Other Hospice Change of Ownership","0",
"79F","Clinic Other Beneficiary Initiated Adjustment Claim","0",
"79G","Clinic Other CWF Initiated Adjustment Claim","0",
"79H","Clinic Other CMS Initiated Adjustment Claim","0",
"79I","Clinic Other FI Adjustment Claim (Other than QIO or Provider)","0",
"79J","Clinic Other Initiated Adjustment Claim/Other","0",
"79K","Clinic Other OIG Initiated Adjustment Claim","0",
"79M","Clinic Other MSP Initiated Adjustment Claim","0",
"79O","Clinic Other Nonpayment/Zero Claims","0",
"79P","Clinic Other QIO Adjustment Claim","0",
"79Q","Clinic Other Reopening/Adjustment","0",
"79X","Clinic Other Void/Cancel a Prior Abbreviated Encounter Submission","0",
"79Y","Clinic Other Replacement of Prior Abbreviated Encounter Submission","0",
"79Z","Clinic Other New Abbreviated Encounter Submission","0",
"810","Special facility or hospital Hospice (non-hospital based) Non-payment/Zero Claim","0",
"811","Special facility or hospital Hospice (non-hospital based) Admit Through Discharge","0",
"812","Special facility or hospital Hospice (non-hospital based) Interim - First Claim","0",
"813","Special facility or hospital Hospice (non-hospital based) Interim-Continuing Claims","0",
"814","Special facility or hospital Hospice (non-hospital based) Interim - Last Claim","0",
"815","Special facility or hospital Hospice (non-hospital based) Late Charge Only","0",
"817","Special facility or hospital Hospice (non-hospital based) Replacement of Prior Claim","0",
"818","Special facility or hospital Hospice (non-hospital based) Void/Cancel of Prior Claim","0",
"819","Special facility or hospital Hospice (non-hospital based) Final claim for a Home Health PPS Period","0",
"81A","Special facility or hospital Hospice (non-hospital based) Admission/Election Notice for Hospice","0",
"81B","Special facility or hospital Hospice (non-hospital based) Hospice Termination/ Revocation Notice","0",
"81C","Special facility or hospital Hospice (non-hospital based) Hospice Change of Provider Notice","0",
"81D","Special facility or hospital Hospice (non-hospital based) Hospice Election Void/Cancel","0",
"81E","Special facility or hospital Hospice (non-hospital based) Hospice Change of Ownership","0",
"81F","Special facility or hospital Hospice (non-hospital based) Beneficiary Initiated Adjustment Claim","0",
"81G","Special facility or hospital Hospice (non-hospital based) CWF Initiated Adjustment Claim","0",
"81H","Special facility or hospital Hospice (non-hospital based) CMS Initiated Adjustment Claim","0",
"81I","Special facility or hospital Hospice (non-hospital based) FI Adjustment Claim (Other than QIO or Provider)","0",
"81J","Special facility or hospital Hospice (non-hospital based) Initiated Adjustment Claim/Other","0",
"81K","Special facility or hospital Hospice (non-hospital based) OIG Initiated Adjustment Claim","0",
"81M","Special facility or hospital Hospice (non-hospital based) MSP Initiated Adjustment Claim","0",
"81O","Special facility or hospital Hospice (non-hospital based) Nonpayment/Zero Claims","0",
"81P","Special facility or hospital Hospice (non-hospital based) QIO Adjustment Claim","0",
"81Q","Special facility or hospital Hospice (non-hospital based) Reopening/Adjustment","0",
"81X","Special facility or hospital Hospice (non-hospital based) Void/Cancel a Prior Abbreviated Encounter Submission","0",
"81Y","Special facility or hospital Hospice (non-hospital based) Replacement of Prior Abbreviated Encounter Submission","0",
"81Z","Special facility or hospital Hospice (non-hospital based) New Abbreviated Encounter Submission","0",
"820","Special facility or hospital Hospice (hospital based) Non-payment/Zero Claim","0",
"821","Special facility or hospital Hospice (hospital based) Admit Through Discharge","0",
"822","Special facility or hospital Hospice (hospital based) Interim - First Claim","0",
"823","Special facility or hospital Hospice (hospital based) Interim-Continuing Claims","0",
"824","Special facility or hospital Hospice (hospital based) Interim - Last Claim","0",
"825","Special facility or hospital Hospice (hospital based) Late Charge Only","0",
"827","Special facility or hospital Hospice (hospital based) Replacement of Prior Claim","0",
"828","Special facility or hospital Hospice (hospital based) Void/Cancel of Prior Claim","0",
"829","Special facility or hospital Hospice (hospital based) Final claim for a Home Health PPS Period","0",
"82A","Special facility or hospital Hospice (hospital based) Admission/Election Notice for Hospice","0",
"82B","Special facility or hospital Hospice (hospital based) Hospice Termination/ Revocation Notice","0",
"82C","Special facility or hospital Hospice (hospital based) Hospice Change of Provider Notice","0",
"82D","Special facility or hospital Hospice (hospital based) Hospice Election Void/Cancel","0",
"82E","Special facility or hospital Hospice (hospital based) Hospice Change of Ownership","0",
"82F","Special facility or hospital Hospice (hospital based) Beneficiary Initiated Adjustment Claim","0",
"82G","Special facility or hospital Hospice (hospital based) CWF Initiated Adjustment Claim","0",
"82H","Special facility or hospital Hospice (hospital based) CMS Initiated Adjustment Claim","0",
"82I","Special facility or hospital Hospice (hospital based) FI Adjustment Claim (Other than QIO or Provider)","0",
"82J","Special facility or hospital Hospice (hospital based) Initiated Adjustment Claim/Other","0",
"82K","Special facility or hospital Hospice (hospital based) OIG Initiated Adjustment Claim","0",
"82M","Special facility or hospital Hospice (hospital based) MSP Initiated Adjustment Claim","0",
"82O","Special facility or hospital Hospice (hospital based) Nonpayment/Zero Claims","0",
"82P","Special facility or hospital Hospice (hospital based) QIO Adjustment Claim","0",
"82Q","Special facility or hospital Hospice (hospital based) Reopening/Adjustment","0",
"82X","Special facility or hospital Hospice (hospital based) Void/Cancel a Prior Abbreviated Encounter Submission","0",
"82Y","Special facility or hospital Hospice (hospital based) Replacement of Prior Abbreviated Encounter Submission","0",
"82Z","Special facility or hospital Hospice (hospital based) New Abbreviated Encounter Submission","0",
"830","Special facility or hospital ASC Services to Hospital Outpatients Non-payment/Zero Claim","0",
"831","Special facility or hospital ASC Services to Hospital Outpatients Admit Through Discharge","0",
"832","Special facility or hospital ASC Services to Hospital Outpatients Interim - First Claim","0",
"833","Special facility or hospital ASC Services to Hospital Outpatients Interim-Continuing Claims","0",
"834","Special facility or hospital ASC Services to Hospital Outpatients Interim - Last Claim","0",
"835","Special facility or hospital ASC Services to Hospital Outpatients Late Charge Only","0",
"837","Special facility or hospital ASC Services to Hospital Outpatients Replacement of Prior Claim","0",
"838","Special facility or hospital ASC Services to Hospital Outpatients Void/Cancel of Prior Claim","0",
"839","Special facility or hospital ASC Services to Hospital Outpatients Final claim for a Home Health PPS Period","0",
"83A","Special facility or hospital ASC Services to Hospital Outpatients Admission/Election Notice for Hospice","0",
"83B","Special facility or hospital ASC Services to Hospital Outpatients Hospice Termination/ Revocation Notice","0",
"83C","Special facility or hospital ASC Services to Hospital Outpatients Hospice Change of Provider Notice","0",
"83D","Special facility or hospital ASC Services to Hospital Outpatients Hospice Election Void/Cancel","0",
"83E","Special facility or hospital ASC Services to Hospital Outpatients Hospice Change of Ownership","0",
"83F","Special facility or hospital ASC Services to Hospital Outpatients Beneficiary Initiated Adjustment Claim","0",
"83G","Special facility or hospital ASC Services to Hospital Outpatients CWF Initiated Adjustment Claim","0",
"83H","Special facility or hospital ASC Services to Hospital Outpatients CMS Initiated Adjustment Claim","0",
"83I","Special facility or hospital ASC Services to Hospital Outpatients FI Adjustment Claim (Other than QIO or Provider)","0",
"83J","Special facility or hospital ASC Services to Hospital Outpatients Initiated Adjustment Claim/Other","0",
"83K","Special facility or hospital ASC Services to Hospital Outpatients OIG Initiated Adjustment Claim","0",
"83M","Special facility or hospital ASC Services to Hospital Outpatients MSP Initiated Adjustment Claim","0",
"83O","Special facility or hospital ASC Services to Hospital Outpatients Nonpayment/Zero Claims","0",
"83P","Special facility or hospital ASC Services to Hospital Outpatients QIO Adjustment Claim","0",
"83Q","Special facility or hospital ASC Services to Hospital Outpatients Reopening/Adjustment","0",
"83X","Special facility or hospital ASC Services to Hospital Outpatients Void/Cancel a Prior Abbreviated Encounter Submission","0",
"83Y","Special facility or hospital ASC Services to Hospital Outpatients Replacement of Prior Abbreviated Encounter Submission","0",
"83Z","Special facility or hospital ASC Services to Hospital Outpatients New Abbreviated Encounter Submission","0",
"840","Special facility or hospital Free Standing Birthing Center Non-payment/Zero Claim","0",
"841","Special facility or hospital Free Standing Birthing Center Admit Through Discharge","0",
"842","Special facility or hospital Free Standing Birthing Center Interim - First Claim","0",
"843","Special facility or hospital Free Standing Birthing Center Interim-Continuing Claims","0",
"844","Special facility or hospital Free Standing Birthing Center Interim - Last Claim","0",
"845","Special facility or hospital Free Standing Birthing Center Late Charge Only","0",
"847","Special facility or hospital Free Standing Birthing Center Replacement of Prior Claim","0",
"848","Special facility or hospital Free Standing Birthing Center Void/Cancel of Prior Claim","0",
"849","Special facility or hospital Free Standing Birthing Center Final claim for a Home Health PPS Period","0",
"84A","Special facility or hospital Free Standing Birthing Center Admission/Election Notice for Hospice","0",
"84B","Special facility or hospital Free Standing Birthing Center Hospice Termination/ Revocation Notice","0",
"84C","Special facility or hospital Free Standing Birthing Center Hospice Change of Provider Notice","0",
"84D","Special facility or hospital Free Standing Birthing Center Hospice Election Void/Cancel","0",
"84E","Special facility or hospital Free Standing Birthing Center Hospice Change of Ownership","0",
"84F","Special facility or hospital Free Standing Birthing Center Beneficiary Initiated Adjustment Claim","0",
"84G","Special facility or hospital Free Standing Birthing Center CWF Initiated Adjustment Claim","0",
"84H","Special facility or hospital Free Standing Birthing Center CMS Initiated Adjustment Claim","0",
"84I","Special facility or hospital Free Standing Birthing Center FI Adjustment Claim (Other than QIO or Provider)","0",
"84J","Special facility or hospital Free Standing Birthing Center Initiated Adjustment Claim/Other","0",
"84K","Special facility or hospital Free Standing Birthing Center OIG Initiated Adjustment Claim","0",
"84M","Special facility or hospital Free Standing Birthing Center MSP Initiated Adjustment Claim","0",
"84O","Special facility or hospital Free Standing Birthing Center Nonpayment/Zero Claims","0",
"84P","Special facility or hospital Free Standing Birthing Center QIO Adjustment Claim","0",
"84Q","Special facility or hospital Free Standing Birthing Center Reopening/Adjustment","0",
"84X","Special facility or hospital Free Standing Birthing Center Void/Cancel a Prior Abbreviated Encounter Submission","0",
"84Y","Special facility or hospital Free Standing Birthing Center Replacement of Prior Abbreviated Encounter Submission","0",
"84Z","Special facility or hospital Free Standing Birthing Center New Abbreviated Encounter Submission","0",
"850","Special facility or hospital CAH Non-payment/Zero Claim","0",
"851","Special facility or hospital CAH Admit Through Discharge","0",
"852","Special facility or hospital CAH Interim - First Claim","0",
"853","Special facility or hospital CAH Interim-Continuing Claims","0",
"854","Special facility or hospital CAH Interim - Last Claim","0",
"855","Special facility or hospital CAH Late Charge Only","0",
"857","Special facility or hospital CAH Replacement of Prior Claim","0",
"858","Special facility or hospital CAH Void/Cancel of Prior Claim","0",
"859","Special facility or hospital CAH Final claim for a Home Health PPS Period","0",
"85A","Special facility or hospital CAH Admission/Election Notice for Hospice","0",
"85B","Special facility or hospital CAH Hospice Termination/ Revocation Notice","0",
"85C","Special facility or hospital CAH Hospice Change of Provider Notice","0",
"85D","Special facility or hospital CAH Hospice Election Void/Cancel","0",
"85E","Special facility or hospital CAH Hospice Change of Ownership","0",
"85F","Special facility or hospital CAH Beneficiary Initiated Adjustment Claim","0",
"85G","Special facility or hospital CAH CWF Initiated Adjustment Claim","0",
"85H","Special facility or hospital CAH CMS Initiated Adjustment Claim","0",
"85I","Special facility or hospital CAH FI Adjustment Claim (Other than QIO or Provider)","0",
"85J","Special facility or hospital CAH Initiated Adjustment Claim/Other","0",
"85K","Special facility or hospital CAH OIG Initiated Adjustment Claim","0",
"85M","Special facility or hospital CAH MSP Initiated Adjustment Claim","0",
"85O","Special facility or hospital CAH Nonpayment/Zero Claims","0",
"85P","Special facility or hospital CAH QIO Adjustment Claim","0",
"85Q","Special facility or hospital CAH Reopening/Adjustment","0",
"85X","Special facility or hospital CAH Void/Cancel a Prior Abbreviated Encounter Submission","0",
"85Y","Special facility or hospital CAH Replacement of Prior Abbreviated Encounter Submission","0",
"85Z","Special facility or hospital CAH New Abbreviated Encounter Submission","0",
"860","Special facility or hospital Residential Facility (not used for Medicare) Non-payment/Zero Claim","0",
"861","Special facility or hospital Residential Facility (not used for Medicare) Admit Through Discharge","0",
"862","Special facility or hospital Residential Facility (not used for Medicare) Interim - First Claim","0",
"863","Special facility or hospital Residential Facility (not used for Medicare) Interim-Continuing Claims","0",
"864","Special facility or hospital Residential Facility (not used for Medicare) Interim - Last Claim","0",
"865","Special facility or hospital Residential Facility (not used for Medicare) Late Charge Only","0",
"867","Special facility or hospital Residential Facility (not used for Medicare) Replacement of Prior Claim","0",
"868","Special facility or hospital Residential Facility (not used for Medicare) Void/Cancel of Prior Claim","0",
"869","Special facility or hospital Residential Facility (not used for Medicare) Final claim for a Home Health PPS Period","0",
"86A","Special facility or hospital Residential Facility (not used for Medicare) Admission/Election Notice for Hospice","0",
"86B","Special facility or hospital Residential Facility (not used for Medicare) Hospice Termination/ Revocation Notice","0",
"86C","Special facility or hospital Residential Facility (not used for Medicare) Hospice Change of Provider Notice","0",
"86D","Special facility or hospital Residential Facility (not used for Medicare) Hospice Election Void/Cancel","0",
"86E","Special facility or hospital Residential Facility (not used for Medicare) Hospice Change of Ownership","0",
"86F","Special facility or hospital Residential Facility (not used for Medicare) Beneficiary Initiated Adjustment Claim","0",
"86G","Special facility or hospital Residential Facility (not used for Medicare) CWF Initiated Adjustment Claim","0",
"86H","Special facility or hospital Residential Facility (not used for Medicare) CMS Initiated Adjustment Claim","0",
"86I","Special facility or hospital Residential Facility (not used for Medicare) FI Adjustment Claim (Other than QIO or Provider)","0",
"86J","Special facility or hospital Residential Facility (not used for Medicare) Initiated Adjustment Claim/Other","0",
"86K","Special facility or hospital Residential Facility (not used for Medicare) OIG Initiated Adjustment Claim","0",
"86M","Special facility or hospital Residential Facility (not used for Medicare) MSP Initiated Adjustment Claim","0",
"86O","Special facility or hospital Residential Facility (not used for Medicare) Nonpayment/Zero Claims","0",
"86P","Special facility or hospital Residential Facility (not used for Medicare) QIO Adjustment Claim","0",
"86Q","Special facility or hospital Residential Facility (not used for Medicare) Reopening/Adjustment","0",
"86X","Special facility or hospital Residential Facility (not used for Medicare) Void/Cancel a Prior Abbreviated Encounter Submission","0",
"86Y","Special facility or hospital Residential Facility (not used for Medicare) Replacement of Prior Abbreviated Encounter Submission","0",
