hcpcs,seqnum,recid,long_description,short_description
TH,0010,7,"Obstetrical treatment/services, prenatal or postpartum",Ob tx/srvcs prenatl/postpart
TJ,0010,7,"Program group, child and/or adolescent",Child/adolescent program gp
TK,0010,7,"Extra patient or passenger, non-ambulance",Extra patient or passenger
TL,0010,7,Early intervention/individualized family service plan (ifsp),Early intervention ifsp
TM,0010,7,Individualized education program (iep),Individualized ed prgrm(iep)
TN,0010,7,Rural/outside providers' customary service area,Rural/out of service area
TP,0010,7,"Medical transport, unloaded vehicle",Med transprt unloaded vehicl
TQ,0010,7,Basic life support transport by a volunteer ambulance provider,Bls by volunteer amb providr
TR,0010,7,School-based individualized education program (iep) services provided outside the public school district responsible for the student,School-based iep out of dist
TS,0010,7,Follow-up service,Follow-up service
TT,0010,7,Individualized service provided to more than one patient in same setting,Additional patient
TU,0010,7,"Special payment rate, overtime",Overtime payment rate
TV,0010,7,"Special payment rates, holidays/weekends",Holiday/weekend payment rate
TW,0010,7,Back-up equipment,Back-up equipment
U1,0010,7,"Medicaid level of care 1, as defined by each state",M/caid care lev 1 state def
U2,0010,7,"Medicaid level of care 2, as defined by each state",M/caid care lev 2 state def
U3,0010,7,"Medicaid level of care 3, as defined by each state",M/caid care lev 3 state def
U4,0010,7,"Medicaid level of care 4, as defined by each state",M/caid care lev 4 state def
U5,0010,7,"Medicaid level of care 5, as defined by each state",M/caid care lev 5 state def
U6,0010,7,"Medicaid level of care 6, as defined by each state",M/caid care lev 6 state def
U7,0010,7,"Medicaid level of care 7, as defined by each state",M/caid care lev 7 state def
U8,0010,7,"Medicaid level of care 8, as defined by each state",M/caid care lev 8 state def
U9,0010,7,"Medicaid level of care 9, as defined by each state",M/caid care lev 9 state def
UA,0010,7,"Medicaid level of care 10, as defined by each state",M/caid care lev 10 state def
UB,0010,7,"Medicaid level of care 11, as defined by each state",M/caid care lev 11 state def
UC,0010,7,"Medicaid level of care 12, as defined by each state",M/caid care lev 12 state def
UD,0010,7,"Medicaid level of care 13, as defined by each state",M/caid care lev 13 state def
UE,0010,7,Used durable medical equipment,Used durable med equipment
UF,0010,7,Services provided in the morning,"Services provided, morning"
UG,0010,7,Services provided in the afternoon,"Services provided, afternoon"
UH,0010,7,Services provided in the evening,"Services provided, evening"
UJ,0010,7,Services provided at night,"Services provided, night"
UK,0010,7,Services provided on behalf of the client to someone other than the client (collateral relationship),Svc on behalf client-collat
UN,0010,7,Two patients served,Two patients served
UP,0010,7,Three patients served,Three patients served
UQ,0010,7,Four patients served,Four patients served
UR,0010,7,Five patients served,Five patients served
US,0010,7,Six or more patients served,Six or more patients served
V1,0010,7,Demonstration modifier 1,Demonstration modifier 1
V2,0010,7,Demonstration modifier 2,Demonstration modifier 2
V3,0010,7,Demonstration modifier 3,Demonstration modifier 3
V4,0010,7,Demonstration modifier 4,Demonstration modifier 4
V5,0010,7,Vascular catheter (alone or with any other vascular access),Vascular catheter
V6,0010,7,Arteriovenous graft (or other vascular access not including a vascular catheter),Arteriovenous graft
V7,0010,7,Arteriovenous fistula only (in use with two needles),Arteriovenous fistula
V8,0010,7,Infection present,Infection present
V9,0010,7,No infection present,No infection present
VM,0010,7,Medicare diabetes prevention program (mdpp) virtual make-up session,Mdpp virtual make-up session
VP,0010,7,Aphakic patient,Aphakic patient
X1,0010,7,"Continuous/broad services: for reporting services by clinicians, who provide the principal care for a patient, with no planned endpoint of the relationship; services in this category represent comprehensive care, dealing with the entire scope of patient problems, either directly or in a care coordination role; reporting clinician service examples include, but are not limited to: primary care, and clinicians providing comprehensive care to patients in addition to specialty care",Continuous/broad services
X2,0010,7,Continuous/focused services: for reporting services by clinicians whose expertise is needed for the ongoing management of a chronic disease or a condition that needs to be managed and followed with no planned endpoint to the relationship; reporting clinician service examples include but are not limited to: a rheumatologist taking care of the patient's rheumatoid arthritis longitudinally but not providing general primary care services,Continuous/focused services
X3,0010,7,Episodic/broad servies: for reporting services by clinicians who have broad responsibility for the comprehensive needs of the patient that is limited to a defined period and circumstance such as a hospitalization; reporting clinician service examples include but are not limited to the hospitalist's services rendered providing comprehensive and general care to a patient while admitted to the hospital,Episodic/broad services
X4,0010,7,"Episodic/focused services: for reporting services by clinicians who provide focused care on particular types of treatment limited to a defined period and circumstance; the patient has a problem, acute or chronic, that will be treated with surgery, radiation, or some other type of generally time-limited intervention; reporting clinician service examples include but are not limited to, the orthopedic surgeon performing a knee replacement and seeing the patient through the postoperative period",Episodic/focused services
X5,0010,7,"Diagnostic services requested by another clinician: for reporting services by a clinician who furnishes care to the patient only as requested by another clinician or subsequent and related services requested by another clinician; this modifier is reported for patient relationships that may not be adequately captured by the above alternative categories; reporting clinician service examples include but are not limited to, the radiologist's interpretation of an imaging study requested by another clinician",Svc req by another clinician
XE,0010,7,"Separate encounter, a service that is distinct because it occurred during a separate encounter",Separate encounter
XP,0010,7,"Separate practitioner, a service that is distinct because it was performed by a different practitioner",Separate practitioner
XS,0010,7,"Separate structure, a service that is distinct because it was performed on a separate organ/structure",Separate organ/structure
XU,0010,7,"Unusual non-overlapping service, the use of a service that is distinct because it does not overlap usual components of the main service",Unusual separate service
ZA,0010,7,Novartis/sandoz,Novartis/sandoz
ZB,0010,7,Pfizer/hospira,Pfizer/hospira
ZC,0010,7,Merck/samsung bioepis,Merck/samsung bioepis
A0021,0010,3,"Ambulance service, outside state per mile, transport (medicaid only)",Outside state ambulance serv
A0080,0010,3,"Non-emergency transportation, per mile - vehicle provided by volunteer (individual or organization), with no vested interest",Noninterest escort in non er
A0090,0010,3,"Non-emergency transportation, per mile - vehicle provided by individual (family member, self, neighbor) with vested interest",Interest escort in non er
A0100,0010,3,Non-emergency transportation; taxi,Nonemergency transport taxi
A0110,0010,3,"Non-emergency transportation and bus, intra or inter state carrier",Nonemergency transport bus
A0120,0010,3,"Non-emergency transportation: mini-bus, mountain area transports, or other transportation systems",Noner transport mini-bus
A0130,0010,3,Non-emergency transportation: wheelchair van,Noner transport wheelch van
A0140,0010,3,Non-emergency transportation and air travel (private or commercial) intra or inter state,Nonemergency transport air
A0160,0010,3,Non-emergency transportation: per mile - case worker or social worker,Noner transport case worker
A0170,0010,3,"Transportation ancillary: parking fees, tolls, other",Transport parking fees/tolls
A0180,0010,3,Non-emergency transportation: ancillary: lodging-recipient,Noner transport lodgng recip
A0190,0010,3,Non-emergency transportation: ancillary: meals-recipient,Noner transport meals recip
A0200,0010,3,Non-emergency transportation: ancillary: lodging escort,Noner transport lodgng escrt
A0210,0010,3,Non-emergency transportation: ancillary: meals-escort,Noner transport meals escort
A0225,0010,3,"Ambulance service, neonatal transport, base rate, emergency transport, one way",Neonatal emergency transport
A0380,0010,3,Bls mileage (per mile),Basic life support mileage
A0382,0010,3,Bls routine disposable supplies,Basic support routine suppls
A0384,0010,3,Bls specialized service disposable supplies; defibrillation (used by als ambulances and bls ambulances in jurisdictions where defibrillation is permitted in bls ambulances),Bls defibrillation supplies
A0390,0010,3,Als mileage (per mile),Advanced life support mileag
A0392,0010,3,Als specialized service disposable supplies; defibrillation (to be used only in jurisdictions where defibrillation cannot be performed in bls ambulances),Als defibrillation supplies
A0394,0010,3,Als specialized service disposable supplies; iv drug therapy,Als iv drug therapy supplies
A0396,0010,3,Als specialized service disposable supplies; esophageal intubation,Als esophageal intub suppls
A0398,0010,3,Als routine disposable supplies,Als routine disposble suppls
A0420,0010,3,"Ambulance waiting time (als or bls), one half (1/2) hour increments",Ambulance waiting 1/2 hr
