HCPCS,HCPCS_DESCRIPTION
D0273,Bitewings - three images
D0274,Bitewings four images
D0277,Vert bitewings 7 to 8 images
D0310,Dental saliography
D0320,Dental tmj arthrogram incl i
D0321,Other tmj images by report
D0322,Dental tomographic survey
D0330,Panoramic image
D0340,2d cephalometric image
D0350,Oral/facial photo images
D0364,Cone beam ct capt & interp
D0365,Cone beam ct interprete man
D0366,Cone beam ct interprete max
D0367,Cone beam ct interp both jaw
D0368,Cone beam ct interprete tmj
D0369,Max mri capture & interprete
D0370,Max ultrasound capt & interp
D0371,Sialoendoscopy capt & interp
D0372,Tomo comp series images
D0373,Tomo bitewing image
D0374,Tomo periapical image
D0380,Cone beam ct capture limited
D0381,Cone beam ct capt mandible
D0382,Cone beam ct capt maxilla
D0383,Cone beam ct both jaws
D0384,Cone beam ct capture tmj
D0385,Max mri image capture
D0386,Max ultrasound image capture
D0387,Comp image capture only
D0388,Bitewing image capture only
D0389,Periopic image capture only
D0391,Imterprete diagnostic image
D0393,Trtmnt simulation 3d image
D0394,Digital sub 2 or more images
D0395,Fusion 2 or more 3d images
D0396,3d print of 3d surface scan
D0411,Hba1c in office testing
D0412,Blood glucose level test
D0414,Lab process microbial spec
D0415,Collection of microorganisms
D0416,Viral culture
D0417,Collect & prep saliva sample
D0418,Analysis of saliva sample
D0419,Assess of salivary flow
D0422,Collect & prep genetic samp
D0423,Genetic test spec analysis
D0425,Caries susceptibility test
D0431,Diag tst detect mucos abnorm
D0460,Pulp vitality test
D0470,Diagnostic casts
D0472,"Gross exam, prep & report"
D0473,"Micro exam, prep & report"
D0474,Micro w exam of surg margins
D0475,Decalcification procedure
D0476,Spec stains for microorganis
D0477,Spec stains not for microorg
D0478,Immunohistochemical stains
D0479,Tissue in-situ hybridization
D0480,Cytopath smear prep & report
D0481,Electron microscopy
D0482,Direct immunofluorescence
D0483,Indirect immunofluorescence
D0484,Consult slides prep elsewher
D0485,Consult inc prep of slides
D0486,Access of transep cytol samp
D0502,Other oral pathology procedu
D0600,Non-ionizing diag proc
D0601,Caries risk assess low risk
D0602,Caries risk assess mod risk
D0603,Caries risk assess high risk
D0604,Antigen test pub hlth pathog
D0605,Antibody test pub hlth path
D0606,Molecular test pub hlth path
D0701,Pano radio image
D0702,2d cephal radio image
D0703,2d oral/facial photo image
D0705,Extra oral post radio image
D0706,Intraoral occlus radio image
D0707,Intraoral periap radio image
D0708,Intraoral bite radio image
D0709,Intraoral comp image capture
D0801,3d dental scan direct
D0802,3d dental scan indirect
D0803,3d facial scan direct
D0804,3d facial scan indirect
D0999,Unspecified diagnostic proce
D1110,Dental prophylaxis adult
D1120,Dental prophylaxis child
D1206,Topical fluoride varnish
D1208,Topical app fluorid ex vrnsh
D1301,Immunization counseling
D1310,Nutri counsel-control caries
D1320,Tobacco counseling
D1321,Couns for high risk sub use
D1330,Oral hygiene instruction
D1351,Dental sealant per tooth
D1352,"Prev resin rest, perm tooth"
D1353,Sealant repair per tooth
D1354,Int caries med app per tooth
D1355,Caries med app per tooth
D1510,Space maintainer fxd unilat
D1516,"Fixed bilat space maint, max"
D1517,"Fixed bilat space maint, man"
D1520,Remove unilat space maintain
D1526,"Remove bilat space main, max"
D1527,"Remove bilat space main, man"
D1551,Recement space maint - max
D1552,Recement space maint - man
D1553,Recement unilat space maint
D1556,Rem fixed unilat space maint
D1557,Remove fixed bilat maint max
D1558,Remove fixed bilat man
D1575,"Dist space maint, fixed unil"
D1701,Pfizer vacc admin 1st dose
D1702,Pfizer vacc admin 2nd dose
D1703,Moderna vacc admin 1st dose
D1704,Moderna vacc admin 2nd dose
D1705,Astrazeneca vacc adm 1st dos
D1706,Astrazeneca vacc adm 2nd dos
D1707,Janssen vaccine admin
D1708,Pfizer vacc admin 3rd dose
D1709,Pfizer vaccine admin booster
D1710,Moderna vacc admin 3rd dose
D1711,Moderna vacc admin booster
D1712,Janssen vacc admin booster
D1713,Pfizer vacc adm ped 1st dose
D1714,Pfizer vacc adm ped 2nd dose
D1781,Vac admin human pap dose 1
D1782,Vac admin human pap dose 2
D1783,Vac admin human pap dose 3
D1999,Unspecified preventive proc
D2140,Amalgam one surface permanen
D2150,Amalgam two surfaces permane
D2160,Amalgam three surfaces perma
D2161,Amalgam 4 or > surfaces perm
D2330,Resin one surface-anterior
D2331,Resin two surfaces-anterior
D2332,Resin three surfaces-anterio
D2335,Resin 4/> surf or w incis an
D2390,Ant resin-based cmpst crown
D2391,Post 1 srfc resinbased cmpst
D2392,Post 2 srfc resinbased cmpst
D2393,Post 3 srfc resinbased cmpst
D2394,Post >=4srfc resinbase cmpst
D2410,Dental gold foil one surface
D2420,Dental gold foil two surface
D2430,Dental gold foil three surfa
D2510,Dental inlay metalic 1 surf
D2520,Dental inlay metallic 2 surf
D2530,Dental inlay metl 3/more sur
D2542,Dental onlay metallic 2 surf
D2543,Dental onlay metallic 3 surf
D2544,Dental onlay metl 4/more sur
D2610,Inlay porcelain/ceramic 1 su
D2620,Inlay porcelain/ceramic 2 su
D2630,Dental onlay porc 3/more sur
D2642,Dental onlay porcelin 2 surf
D2643,Dental onlay porcelin 3 surf
D2644,Dental onlay porc 4/more sur
D2650,Inlay composite/resin one su
D2651,Inlay composite/resin two su
D2652,Dental inlay resin 3/mre sur
D2662,Dental onlay resin 2 surface
D2663,Dental onlay resin 3 surface
D2664,Dental onlay resin 4/mre sur
D2710,Crown resin-based indirect
D2712,Crown 3/4 resin-based compos
D2720,Crown resin w/ high noble me
D2721,Crown resin w/ base metal
D2722,Crown resin w/ noble metal
D2740,Crown porcelain/ceramic
D2750,Crown porcelain w/ h noble m
D2751,Crown porcelain fused base m
D2752,Crown porcelain w/ noble met
D2753,Crown porc fused to titanium
D2780,Crown 3/4 cast hi noble met
D2781,Crown 3/4 cast base metal
D2782,Crown 3/4 cast noble metal
D2783,Crown 3/4 porcelain/ceramic
D2790,Crown full cast high noble m
D2791,Crown full cast base metal
D2792,Crown full cast noble metal
D2794,Crown-titanium
D2799,Interim crown
D2910,Recement inlay onlay or part
D2915,Recement cast or prefab post
D2920,Re-cement or re-bond crown
D2921,Reattach tooth fragment
D2928,Prefab porc/cer crown perm
D2929,Prefab porc/ceram crown pri
D2930,Prefab stnlss steel crwn pri
D2931,Prefab stnlss steel crown pe
D2932,Prefabricated resin crown
D2933,Prefab stainless steel crown
D2934,Prefab steel crown primary
D2940,Protective restoration
D2941,Int therapeutic restoration
D2949,Restorative foundation
D2950,Core build-up incl any pins
D2951,Tooth pin retention
D2952,Post and core cast + crown
D2953,Each addtnl cast post
D2954,Prefab post/core + crown
D2955,Post removal
D2957,Each addtnl prefab post
D2960,Labial veneer resin direct
D2961,Labial veneer resin indirect
D2962,Labial veneer porc indirect
D2971,Add proc construct new crown
D2975,Coping
D2976,Band stabilization per tooth
D2980,Crown repair
D2981,Inlay repair
D2982,Onlay repair
D2983,Veneer repair
D2989,Excavate tooth non-restorabl
D2990,Resin infiltration of lesion
D2991,App of hydroxyapatite
D2999,Dental unspec restorative pr
D3110,Pulp cap direct
D3120,Pulp cap indirect
D3220,Therapeutic pulpotomy
D3221,Gross pulpal debridement
D3222,Part pulp for apexogenesis
D3230,Pulpal therapy anterior prim
D3240,Pulpal therapy posterior pri
D3310,"End thxpy, anterior tooth"
D3320,"End thxpy, premolar tooth"
D3330,"End thxpy, molar tooth"
D3331,Non-surg tx root canal obs
D3332,Incomplete endodontic tx
D3333,Internal root repair
D3346,Retreat root canal anterior
D3347,Retreat root canal premolar
D3348,Retreat root canal molar
D3351,Apexification/recalc initial
D3352,Apexification/recalc interim
D3353,Apexification/recalc final
D3355,Pulpal regeneration initial
D3356,Pulpal regeneration interim
D3357,Pulpal regeneration complete
D3410,Apicoectomy - anterior
D3421,Root surgery premolar
D3425,Root surgery molar
D3426,Root surgery ea add root
D3428,Bone graft peri per tooth
D3429,Bone graft peri each addl
D3430,Retrograde filling
D3431,Biological materials
D3432,Guided tissue regeneration
D3450,Root amputation
D3460,Endodontic endosseous implan
D3470,Intentional replantation
D3471,Surg rep root res anterior
D3472,Surg rep root res premolar
D3473,Surg rep root res molar
D3501,Surg exp root surf anterior
D3502,Surg exp root surf premolar
D3503,Surg exp root surf molar
D3910,Isolation- tooth w rubb dam
D3911,Intraorifice barrier
D3920,Tooth splitting
D3921,Decor or submerg erupt tooth
D3950,Canal prep/fitting of dowel
D3999,Endodontic procedure
D4210,Gingivectomy/plasty 4 or mor
D4211,Gingivectomy/plasty 1 to 3
D4212,Gingivectomy/plasty rest
D4230,Ana crown exp 4 or> per quad
D4231,Ana crown exp 1-3 per quad
D4240,Gingival flap proc w/ planin
D4241,Gngvl flap w rootplan 1-3 th
D4245,Apically positioned flap
D4249,Crown lengthen hard tissue
D4260,Osseous surgery 4 or more
D4261,Osseous surg 1 to 3 teeth
D4263,Bone replce graft first site
D4264,Bone replce graft each add
D4265,Bio mtrls to aid soft/os reg
D4266,Guided tiss regen resorble
D4267,Guided tiss regen nonresorb
D4268,Surgical revision procedure
D4270,Pedicle soft tissue graft pr
D4273,Auto tissue graft 1st tooth
D4274,Mesial/distal wedge proc
D4275,Non-auto graft 1st tooth
D4276,Con tissue w pedicle graft
D4277,Soft tissue graft firsttooth
D4278,Soft tissue graft addl tooth
D4283,Auto tissue graft addl tooth
D4285,Non-auto graft addl tooth
D4286,Remove non-resorb barrier
D4322,Splint intra-coronal
D4323,Splint extra-coronal
D4341,Periodontal scaling & root
D4342,Periodontal scaling 1-3teeth
D4346,Scaling gingiv inflammation
D4355,Full mouth debridement
D4381,Localized delivery antimicro
D4910,Periodontal maint procedures
D4920,Unscheduled dressing change
D4921,Gingival irrigation per quad
D4999,Unspecified periodontal proc
D5110,Dentures complete maxillary
D5120,Dentures complete mandible
D5130,Dentures immediat maxillary
D5140,Dentures immediat mandible
D5211,Dentures maxill part resin
D5212,Dentures mand part resin
D5213,Dentures maxill part metal
D5214,Dentures mandibl part metal
D5221,Immed max part denture resin
D5222,Immed man part denture resin
D5223,Immed max part dent metal
D5224,Immed mand part dent metal
D5225,Maxillary part denture flex
D5226,Mandibular part denture flex
D5227,Immed max part denture
D5228,Immed mand part denture
D5282,"Remove unil part denture,max"
D5283,"Remove unil part denture,man"
D5284,Rem unilat dent flex base
D5286,Rem unilat dent 1 pc resin
D5410,Dentures adjust cmplt maxil
D5411,Dentures adjust cmplt mand
D5421,Dentures adjust part maxill
D5422,Dentures adjust part mandbl
D5511,Rep broke comp dent base man
D5512,Rep broke comp dent base max
D5520,Replace denture teeth complt
D5611,Rep resin part dent base man
D5612,Rep resin part dent base max
D5621,Rep cast part frame man
D5622,Rep cast part frame max
D5630,Rep partial denture clasp
D5640,Replace part denture teeth
D5650,Add tooth to partial denture
D5660,Add clasp to partial denture
D5670,Replc tth&acrlc on mtl frmwk
D5671,Replc tth&acrlc mandibular
D5710,Dentures rebase cmplt maxil
D5711,Dentures rebase cmplt mand
D5720,Dentures rebase part maxill
D5721,Dentures rebase part mandbl
D5725,Rebase hybrid prosthesis
D5730,Denture reln cmplt max dir
D5731,Denture reln cmplt mand dir
D5740,Denture reln part max dir
D5741,Denture reln part mand dir
D5750,Denture reln cmplt max indir
D5751,Denture reln cmplt mand ind
D5760,Denture reln part max indir
D5761,Denture reln part mand indir
D5765,Liner compl/partial rem dent
D5810,Denture interm cmplt maxill
D5811,Denture interm cmplt mandbl
D5820,Denture interm part maxill
D5821,Denture interm part mandbl
D5850,Denture tiss conditn maxill
D5851,Denture tiss condtin mandbl
D5862,Precision attachment
D5863,Overdenture complete max
D5864,Overdenture partial max
D5865,Overdenture complete mandib
D5866,Overdenture partial mandib
D5867,Replacement of precision att
D5875,Prosthesis modification
D5876,Add metal sub to acrylc dent
D5899,Removable prosthodontic proc
D5911,Facial moulage sectional
D5912,Facial moulage complete
D5913,Nasal prosthesis
D5914,Auricular prosthesis
D5915,Orbital prosthesis
D5916,Ocular prosthesis
D5919,Facial prosthesis
D5922,Nasal septal prosthesis
D5923,Ocular prosthesis interim
D5924,Cranial prosthesis
D5925,Facial augmentation implant
D5926,Replacement nasal prosthesis
D5927,Auricular replacement
D5928,Orbital replacement
D5929,Facial replacement
D5931,Surgical obturator
D5932,Postsurgical obturator
D5933,Refitting of obturator
D5934,Mandibular flange prosthesis
D5935,Mandibular denture prosth
D5936,Temp obturator prosthesis
D5937,Trismus appliance
D5951,Feeding aid
D5952,Pediatric speech aid
D5953,Adult speech aid
D5954,Superimposed prosthesis
D5955,Palatal lift prosthesis
D5958,Intraoral con def inter plt
D5959,Intraoral con def mod palat
D5960,Modify speech aid prosthesis
D5982,Surgical stent
D5983,Radiation applicator
D5984,Radiation shield
D5985,Radiation cone locator
D5986,Fluoride applicator
D5987,Commissure splint
D5988,Surgical splint
D5991,Vesiculobullous disease carr
D5992,Adjust max prost appliance
D5993,Main/clean max prosthesis
D5995,"Peri medicament w/seal, max"
D5996,"Peri medicament w/seal, mand"
D5999,Maxillofacial prosthesis
D6010,Odontics endosteal implant
D6011,Second stage implant surgery
D6012,Endosteal implant
D6013,Surgical place mini implant
D6040,Odontics eposteal implant
D6050,Odontics transosteal implnt
D6051,Interim implant abutment
D6055,Implant connecting bar
D6056,Prefabricated abutment
D6057,Custom abutment
D6058,Abutment supported crown
D6059,Abutment supported mtl crown
D6060,Abutment supported mtl crown
D6061,Abutment supported mtl crown
D6062,Abutment supported mtl crown
D6063,Abutment supported mtl crown
D6064,Abutment supported mtl crown
D6065,Implant supported crown
D6066,Implant supported mtl crown
D6067,Implant supported mtl crown
D6068,Abutment supported retainer
D6069,Abutment supported retainer
D6070,Abutment supported retainer
D6071,Abutment supported retainer
D6072,Abutment supported retainer
D6073,Abutment supported retainer
D6074,Abutment supported retainer
D6075,Implant supported retainer
D6076,Implant supported retainer
D6077,Implant supported retainer
D6080,Implant maintenance
D6081,"Scale & debride, single imp"
D6082,Imp crown porc to base alloy
D6083,Imp crown porc to noble allo
D6084,Imp crown porc to titanium
D6085,Interim implant crown
D6086,Imp crown base alloys
D6087,Implant crown noble alloys
D6088,Imp crown titanium alloys
D6089,Access/retorq implant screw
D6090,Repair implant
D6091,Repl semi/precision attach
D6092,Recement supp crown
D6093,Recement supp part denture
D6094,Abut support crown titanium
D6095,Odontics repr abutment
D6096,Remove broken imp ret screw
D6097,Abut crown porc to titanium
D6098,Imp retain porc to base allo
D6099,Imp retainer for fpd
D6100,Surg removal of implant body
D6101,Debridement of a periimplant
D6102,Debridement & contouring
D6103,Bone graft repair perimplant
D6104,Bone graft time of implant
D6105,Remove implant body
D6106,Tissue regen resorbable
D6107,Tissue regen non-resorbable
D6110,Implnt/abut remov dent max
D6111,Implnt/abut remov dent mand
D6112,Imp/abut rem dent part max
D6113,Imp/abut rem dent part mand
D6114,Implnt/abut fixed dent max
D6115,Implnt/abut fixed dent mand
D6116,Imp/abut fixed dent part max
D6117,Imp/abut fixed dent part man
D6118,Imp/abut int fixed dent man
D6119,Int/abut int fixed dent max
D6120,Imp retain porc to titanium
D6121,Retain metal fpd base alloys
D6122,Retain metal fpd noble alloy
D6123,Retain metal fpd titanium
D6190,Radio/surgical implant index
D6191,Semi precision abutment
D6192,Semi precision attachment
D6194,Abut support retainer titani
D6195,Abut retain porc to titanium
D6197,Replace material prosthesis
D6198,Remove interim implant
D6199,Implant procedure
D6205,Pontic-indirect resin based
D6210,Prosthodont high noble metal
D6211,Bridge base metal cast
D6212,Bridge noble metal cast
D6214,Pontic titanium
D6240,Bridge porcelain high noble
D6241,Bridge porcelain base metal
D6242,Bridge porcelain nobel metal
D6243,Pontic porcelain to titanium
D6245,Bridge porcelain/ceramic
D6250,Bridge resin w/high noble
D6251,Bridge resin base metal
D6252,Bridge resin w/noble metal
D6253,Interim pontic
D6545,Dental retainr cast metl
D6548,Porcelain/ceramic retainer
D6549,Resin retainer
D6600,Porcelain/ceramic inlay 2srf
D6601,Porc/ceram inlay >= 3 surfac
D6602,Cst hgh nble mtl inlay 2 srf
D6603,Cst hgh nble mtl inlay >=3sr
D6604,Cst bse mtl inlay 2 surfaces
D6605,Cst bse mtl inlay >= 3 surfa
D6606,Cast noble metal inlay 2 sur
D6607,Cst noble mtl inlay >=3 surf
D6608,Onlay porc/crmc 2 surfaces
D6609,Onlay porc/crmc >=3 surfaces
D6610,Onlay cst hgh nbl mtl 2 srfc
D6611,Onlay cst hgh nbl mtl >=3srf
D6612,Onlay cst base mtl 2 surface
D6613,Onlay cst base mtl >=3 surfa
D6614,Onlay cst nbl mtl 2 surfaces
D6615,Onlay cst nbl mtl >=3 surfac
D6624,Inlay titanium
D6634,Onlay titanium
D6710,Crown-indirect resin based
D6720,Retain crown resin w hi nble
D6721,Crown resin w/base metal
D6722,Crown resin w/noble metal
D6740,Crown porcelain/ceramic
D6750,Crown porcelain high noble
D6751,Crown porcelain base metal
D6752,Crown porcelain noble metal
D6753,Retain crown porc to titaniu
D6780,Crown 3/4 high noble metal
D6781,Crown 3/4 cast based metal
D6782,Crown 3/4 cast noble metal
D6783,Crown 3/4 porcelain/ceramic
D6784,Retainer crown 3/4 titanium
D6790,Crown full high noble metal
D6791,Crown full base metal cast
D6792,Crown full noble metal cast
D6793,Interim retainer crown
D6794,Crown titanium
D6920,Dental connector bar
D6930,Recement/bond part denture
D6940,Stress breaker
D6950,Precision attachment
D6980,Fixed partial repair
D6985,Pediatric partial denture fx
D6999,Fixed prosthodontic proc
D7111,Extraction coronal remnants
D7140,Extraction erupted tooth/exr
D7210,Rem imp tooth w mucoper flp
D7220,Impact tooth remov soft tiss
D7230,Impact tooth remov part bony
D7240,Impact tooth remov comp bony
D7241,Impact tooth rem bony w/comp
D7250,Tooth root removal
D7251,Coronectomy
D7260,Oral antral fistula closure
D7261,Primary closure sinus perf
D7270,Tooth reimplantation
D7272,Tooth transplantation
D7280,Exposure of unerupted tooth
D7282,Mobilize erupted/malpos toot
D7283,Place device impacted tooth
D7284,Exc biopsy of saliv glands
D7285,Biopsy of oral tissue hard
D7286,Biopsy of oral tissue soft
D7287,Exfoliative cytolog collect
D7288,Brush biopsy
D7290,Repositioning of teeth
D7291,Transseptal fiberotomy
D7292,Screw retained plate
D7293,Temp anchorage dev w flap
D7294,Temp anchorage dev w/o flap
D7295,"Bone harvest,auto graft proc"
D7296,"Corticotomy, 1-3 teeth"
D7297,"Corticotomy, 4 or more teeth"
D7298,Remove screw retained plate
D7299,Rem anchorage device w/flap
D7300,Rem anchorage dev w/o flap
D7310,Alveoplasty w/ extraction
D7311,Alveoloplasty w/extract 1-3
D7320,Alveoplasty w/o extraction
D7321,Alveoloplasty not w/extracts
D7340,Vestibuloplasty ridge extens
D7350,Vestibuloplasty exten graft
